The tag-bigram has the form ti|ti-1, but it calculate P(ti−1, ti).
md|rbr: 0.004336513443191674
ppo|dod: 0.04187437686939183
cs|wps: 0.0013109596224436288
ql|wql: 0.029069767441860465
nn|rbr: 0.003469210754553339
nr|nn-tl: 0.0019288635136177764
jjs|ap: 0.000757002271006813
np|ben: 0.0037344398340248964
ap|od: 0.004846526655896607
vbd|cd-tl: 0.00562429696287964
np$-tl|cc: 8.224586029169865e-05
rbr|,: 0.0004259094942324756
cc-hl|nn-hl: 0.0335195530726257
nn-hl|cc-hl: 0.4017094017094017
np$|nn-hl: 0.002793296089385475
np-tl|cc-tl: 0.23310810810810811
nrs|in: 5.129564243517513e-05
np$-tl|cc-tl: 0.02364864864864865
nn|np$-tl: 0.08823529411764706
jjt|nns: 1.8675531318866023e-05
np|jjt: 0.01016260162601626
np$-tl|,: 3.54924578527063e-05
bed|nps-tl: 0.030303030303030304
wrb|cd: 0.001903456677326024
nn$|np: 0.0002391414820793352
jjt|np$: 0.008803521408563426
cd|hvd: 0.006997455470737914
vbn|od: 0.003769520732364028
bed|nn-tl: 0.0016202453514389322
rp|bed: 0.006343165239454488
ap|``: 0.004470062345606399
in|np$: 0.004801920768307323
rbr|(: 0.0027198549410698096
)|np$: 0.001600640256102441
cc|cd-tl: 0.05511811023622047
jj-tl|rb: 0.00048166827222757407
jjs|cc: 0.0002193222941111964
jj|nns$: 0.06719367588932806
nn|nn-hl: 0.015363128491620111
abl|vbz: 0.0002768549280177187
bedz|vbg: 0.0015519917227108122
wrb|dod: 0.003988035892323031
wrb|nn-tl: 0.0023146362163413317
*|nn-tl: 0.0003086181621788442
)|hvd: 0.00042408821034775233
hvz*|pps: 0.0003958604309223548
rb|hvz*: 0.1
beg|,: 0.0006211180124223603
pps|): 0.009480812641083521
nn$|cd: 0.0006091061367443277
pps|cd: 0.0035023602862798843
bez*|``: 0.0008234325373485472
vbd|.: 0.0008833021912688976
nns$|in: 0.00030777385461105077
ppss+md|ap: 0.00021628636314480372
bedz|ppl: 0.012552301255230125
dod*|dts: 0.0004278990158322636
.|dod*: 0.023872679045092837
rbr|be: 0.0009748172217709179
ppss|abn: 0.01764705882352941
vbn|nn+bez: 0.18181818181818182
cd|md: 0.0004978426817125788
pp$|ql: 0.00011809163911195088
rb|pp$$: 0.038461538461538464
nn|hvz: 0.013790221479314668
'|cs: 0.00027981159352702514
np|': 0.03785488958990536
'|vbn: 0.00031723651744800847
cc|bed: 0.0022201078338090706
)|jj-tl: 0.00250501002004008
wdt|dt: 0.0041331802525832375
nn$|vbz: 0.0002768549280177187
vbz|ql: 0.0005904581955597543
pp$|np: 0.0007473171314979224
(|dt: 0.0001148105625717566
ppss|): 0.005417607223476298
nr-tl|jj-tl: 0.009268537074148297
(|pps: 0.0003393089407905898
)|in: 4.274636869597928e-05
nn$|cs: 0.00018654106235135008
np$|ben: 0.002074688796680498
to|'': 0.002956131015726617
vbg|pn: 0.009779951100244499
pn-tl|in: 1.709854747839171e-05
,|pn-tl: 0.2
nn|wpo: 0.03597122302158273
fw-nn-tl|pp$: 0.0001221075767751389
fw-in+at-tl|fw-nn-tl: 0.0440251572327044
fw-nn-tl|fw-in+at-tl: 0.47058823529411764
.|fw-nn-tl: 0.0880503144654088
rb|rbr: 0.011274934952298352
fw-nn-tl|np$: 0.0008003201280512205
fw-nn-tl|fw-nn-tl: 0.0440251572327044
cc|fw-nn-tl: 0.0440251572327044
fw-at-tl|np$: 0.0008003201280512205
fw-nn-tl|fw-at-tl: 0.43243243243243246
,|fw-nn-tl: 0.10062893081761007
doz|nns: 9.33776565943301e-05
jj|ppl: 0.014225941422594143
nns|do: 0.005434782608695652
nn|doz: 0.010964912280701754
cc|wrb: 0.004586104104563174
*|ppo: 0.0021290382301212625
pn|pn: 0.0008149959250203749
abl|bedz: 0.0007394105841343615
rbr|ap: 0.0008651454525792149
nn|rp: 0.011346054667354307
do*|vb: 0.00012264295569523224
pn|rp: 0.0018910091112257178
ppss+hv|dt: 0.0001148105625717566
pps|dod: 0.03589232303090728
bedz|``: 0.0009410657569697683
pps+md|jj: 3.221182496094316e-05
hv|``: 0.0016468650746970944
nn|do*: 0.00211864406779661
abn|jjs: 0.0028328611898017
abn|ppss+ber: 0.02564102564102564
pps+md|cs: 0.0004663526558783752
cd-hl|nn-hl: 0.024441340782122904
wps|bedz: 0.00021126016689553185
pps|wps: 0.0036706869428421605
vbg|jj-tl: 0.001002004008016032
to|nns-tl: 0.008874357776739842
rb|wps+bez: 0.09523809523809523
ex|vb: 0.000521232561704737
wps+md|nn: 1.3504480111276917e-05
rb|wps+md: 0.14285714285714285
md*|vbn: 7.049700387733522e-05
hvd|bedz: 0.00010563008344776593
cs|ben: 0.004149377593360996
jjt|nn$: 0.01469559132260322
rbr|np: 0.0003886049083789197
wrb|bedz: 0.002957642336537446
*|bem: 0.11261261261261261
md*|wps: 0.0023597273203985318
uh|ppo: 0.00027770063871146905
in|uh: 0.008680555555555556
pps|*: 0.001120322652924042
np-tl|np: 0.0003886049083789197
ql|np$: 0.006002400960384154
nps|ber: 0.0007052186177715092
cd|wdt: 0.0027958993476234857
in|pp$$: 0.057692307692307696
pps|nns-tl: 0.0037365716954694066
ppo|hvg: 0.01098901098901099
beg|vbd: 0.00027586206896551725
at|bem: 0.09009009009009009
jj-tl|jj-tl: 0.03256513026052104
--|nns-tl: 0.006071929005137786
rbt|at: 0.00011582483073780417
vbn|rbt: 0.2653061224489796
vb|ap: 0.0028117227208824484
active|jj: 1.610591248047158e-05
nn|active: 1.0
vbg-hl|at-hl: 0.02786377708978328
nn-hl|vbg-hl: 0.2638888888888889
vbg|nn-hl: 0.004888268156424581
rbt|bez: 0.0006086427267194157
rbt|ber: 0.0007052186177715092
rb|rbt: 0.02040816326530612
cs|vbg-hl: 0.027777777777777776
nn|.-hl: 0.06386554621848739
jj|.-hl: 0.023529411764705882
nns|.-hl: 0.02689075630252101
dti|vbz: 0.00650609080841639
do|ppls: 0.0029585798816568047
)|vbn: 0.0010927035600986957
wdt|dts: 0.004706889174154899
jj-tl|cc-tl: 0.08783783783783784
ap|nn-hl: 0.004888268156424581
jjt|ql: 0.0008266414737836561
nps|nn$-tl: 0.002824858757062147
hvg|.: 0.00033973161202649905
np-hl|at-hl: 0.07120743034055728
nn-hl|np-hl: 0.03483606557377049
ppl|nn-tl: 0.0008486999459918216
hvz|ppl: 0.0041841004184100415
ql|nns-tl: 0.0018682858477347033
nns-tl|be: 0.00016246953696181965
np-hl|np-hl: 0.11270491803278689
,-hl|np-hl: 0.16188524590163936
nn-hl|,-hl: 0.06369426751592357
cs|nn-hl: 0.009078212290502794
nn-tl|wrb: 0.005961935335932126
jjs-tl|ap: 0.00010814318157240186
nns-tl|jjs-tl: 0.1
nns-hl|at-hl: 0.0804953560371517
vbd|vbn: 0.0004582305252026789
wdt|nns-tl: 0.002335357309668379
nn-tl|np-hl: 0.0020491803278688526
nn-tl|rb: 0.0005383351277837593
vbn-tl|vbg: 0.0004023682244065069
nns|nns-tl: 0.009808500700607193
np$-tl|np-tl: 0.0005145356315924878
vbn-tl|in: 0.0002308303909582881
doz|rb: 0.0005950019833399445
vbn-tl|vb: 9.198221677142419e-05
nn|nns-tl: 0.029892573563755253
vbg|to: 0.0002774502323645696
nns|jj-hl: 0.005154639175257732
*|): 0.0009029345372460496
nns|nn-hl: 0.006284916201117319
4''|at: 2.1059060134146214e-05
''|4'': 1.0
2|at: 3.158859020121932e-05
nn|2: 0.4090909090909091
4|,: 1.774622892635315e-05
nn|4: 0.7692307692307693
jj-tl|bedz: 0.0007394105841343615
16|in: 1.709854747839171e-05
nn|16: 1.0
nn-hl|vbn-hl: 0.14814814814814814
rb|cd-tl: 0.00562429696287964
to|do: 0.010093167701863354
nn$|vb: 0.00021462517246665643
ppss|*: 0.0017925162446784674
ap|nn$: 0.005598320503848845
jjr|jj: 0.0003382241620899032
md|:: 0.0019569471624266144
ap|do: 0.011645962732919254
jj|md: 0.0009956853634251576
vbd-hl|nn-hl: 0.002094972067039106
ap-hl|vbd-hl: 0.125
nr|vbz: 0.001522702104097453
md|abn: 0.004498269896193772
hv|ap: 0.0006488590894344112
''|nr-tl: 0.030508474576271188
rb-hl|nn-hl: 0.004189944134078212
vbz-hl|rb-hl: 0.020833333333333332
in-hl|vbz-hl: 0.1111111111111111
nns-tl|nns-tl: 0.004203643157403083
vb-hl|.: 0.0002547987090198743
in-hl|vb-hl: 0.12096774193548387
np-tl|in-hl: 0.004048582995951417
in-hl|nn-tl: 0.0001543090810894221
vbg-tl|nn-tl: 0.0016973998919836432
cc-tl|vbg-tl: 0.03787878787878788
vbz-hl|nn-hl: 0.01606145251396648
vbn-tl-hl|vbz-hl: 0.013888888888888888
nns-tl-hl|vbn-tl-hl: 1.0
nn-hl|nns-tl-hl: 0.08333333333333333
*|vbd: 0.0010246305418719211
nn|nps: 0.001639344262295082
nn-hl|vbz-hl: 0.2361111111111111
bez-hl|nn-hl: 0.01675977653631285
in-hl|bez-hl: 0.03333333333333333
rb-hl|.: 0.0002208255478172244
,-hl|rb-hl: 0.0625
pn-hl|,-hl: 0.006369426751592357
bez-hl|pn-hl: 0.5
vbn-hl|bez-hl: 0.1
to-hl|vbn-hl: 0.022222222222222223
vb-hl|to-hl: 0.9259259259259259
np|ppo-hl: 0.25
nn|nns-hl: 0.014925373134328358
nn-tl|nns: 0.00013072871923206216
md|*: 0.00044812906116961686
jjs|cs: 4.663526558783752e-05
in|jjs: 0.0169971671388102
dti|do: 0.006987577639751553
nn|np-hl: 0.006147540983606557
fw-at-tl|in: 3.419709495678342e-05
nn-tl|fw-at-tl: 0.02702702702702703
md*|dt: 0.0014925373134328358
dti|dod: 0.0029910269192422734
fw-at-tl|.: 3.3973161202649904e-05
nn$-tl|fw-at-tl: 0.02702702702702703
hvd|nns-tl: 0.007006071929005138
nn$|dt: 0.004592422502870264
nn-tl|vbg: 0.0018968787722021038
dod|dt: 0.0006888633754305396
cd|*: 0.004929419672865786
nps|nn-tl: 0.0005400817838129774
nn-tl|hvd: 0.0006361323155216285
ap|nps: 0.004098360655737705
do*|wps: 0.0007865757734661773
rb|do*: 0.019067796610169493
dti|md: 0.0004978426817125788
doz*|,: 5.323868677905945e-05
np|cd-tl: 0.0011248593925759281
:-tl|cd-tl: 0.024746906636670417
cd-tl|:-tl: 1.0
wdt|*: 0.002240645305848084
pps+hvz|.: 0.00033973161202649905
ben|pps+hvz: 0.23809523809523808
pps+bez|cs: 0.0012125169052837755
wrb|:: 0.005870841487279843
ber*|``: 0.0003528996588636631
abl|nns: 3.7351062637732046e-05
doz|``: 0.0010586989765909893
``|'': 0.002956131015726617
abl|``: 0.00047053287848488413
pp$|'': 0.0009459619250325174
``|wrb: 0.0020637468470534283
uh|cc: 0.00019190700734729685
bez|pp$$: 0.03205128205128205
wps|ppss: 0.0006767426122264832
ppss|nr: 0.010450685826257348
od|vb: 0.0002759466503142726
hv|jj: 6.442364992188632e-05
dts|:: 0.0019569471624266144
hvz|ap: 0.0005407159078620093
abx|md: 0.000414868901427149
abx|hv: 0.0010512483574244415
md|dtx: 0.01
(|dti: 0.00035248501938667606
ber|ppo: 0.0024067388688327317
jjr|--: 0.001534683855125844
nn-tl|:: 0.007827788649706457
at-tl|jj: 3.221182496094316e-05
cd$|in: 3.419709495678342e-05
jj|cd$: 0.4
jj-tl|np: 0.0007174244462380056
vbn-tl|,: 0.0005501330967169477
vbg-tl|np-tl: 0.0010290712631849757
jj-tl|nn$-tl: 0.02824858757062147
ber|wpo: 0.007194244604316547
cc-tl|jj-tl: 0.0045090180360721445
jjs|nn$-tl: 0.011299435028248588
vbg|jjs: 0.014164305949008499
np-tl|vbn: 0.0004582305252026789
pp$|nn-hl: 0.004189944134078212
nr-tl|np-tl: 0.0005145356315924878
vbn-tl|cd: 7.613826709304096e-05
bed|vbg: 0.00028740587457607634
nn$-tl|dt: 0.0009184845005740528
jjs|in: 0.00011968983234874197
in|nns-hl: 0.04311774461028192
nns$-tl|vbn-tl: 0.012544802867383513
vbg|nns$-tl: 0.027777777777777776
rbr|nn-tl: 0.0003857727027235553
od|np: 0.0009565659283173408
cc-tl|nns: 1.8675531318866023e-05
nns|cc-tl: 0.0033783783783783786
in-tl|jj-tl: 0.0027555110220440883
to|(: 0.001813236627379873
vbn|nn-hl: 0.0034916201117318434
od|)-hl: 0.005434782608695652
vbg|)-hl: 0.021739130434782608
pps|)-hl: 0.016304347826086956
in|)-hl: 0.08152173913043478
vbg-hl|nn-hl: 0.007681564245810056
at|vbg-hl: 0.006944444444444444
destination|jj: 1.610591248047158e-05
nn|destination: 1.0
vbg-hl|jj-hl: 0.023195876288659795
to|ben: 0.002904564315352697
at|od: 0.0032310177705977385
in|nn-hl: 0.02653631284916201
vbn-hl|.: 0.00040767793443179887
jj|nn-hl: 0.006284916201117319
jj-hl|in: 8.549273739195855e-06
jj-tl|vbz: 0.0004152823920265781
nns-tl|,: 0.000354924578527063
nn-hl|nns-hl: 0.03316749585406302
in|vb-hl: 0.03225806451612903
nns-tl|nn: 4.051344033383075e-05
wps-tl|,: 7.09849157054126e-05
pps-tl|wps-tl: 0.25
bez-tl|pps-tl: 0.3333333333333333
,|bez-tl: 0.2857142857142857
wpo-tl|,: 1.774622892635315e-05
pps-tl|wpo-tl: 0.25
doz-tl|pps-tl: 0.3333333333333333
,|doz-tl: 0.5
vbg-tl|.: 6.794632240529981e-05
vbg-tl|cc-tl: 0.006756756756756757
jj-tl|vbg-tl: 0.015151515151515152
wrb|(: 0.004533091568449683
jj-tl|nn: 0.00016880600139096145
.|doz-tl: 0.5
ber|vbg-tl: 0.007575757575757576
in-hl|.: 0.0002547987090198743
(|jj-tl: 0.0027555110220440883
cd|nns-hl: 0.011608623548922056
to|nn-hl: 0.0034916201117318434
jj-tl|:: 0.002609262883235486
md-tl|nn-tl: 7.715454054471106e-05
vb-tl|md-tl: 0.625
in-tl|vb-tl: 0.10416666666666667
dt|nns-hl: 0.006633499170812604
md|vbz: 0.0012458471760797341
nn|vb-hl: 0.008064516129032258
at-nc|``: 0.00011763321962122103
nn-nc|at-nc: 0.8
to-nc|nn-nc: 0.00847457627118644
vb-nc|to-nc: 0.6153846153846154
ppss-nc|vb-nc: 0.024390243902439025
hv-nc|ppss-nc: 0.1935483870967742
,-nc|hv-nc: 0.09090909090909091
at|,-nc: 0.2
hv-nc|nns: 1.8675531318866023e-05
cc|hv-nc: 0.09090909090909091
nn-nc|cc: 5.48305735277991e-05
,|nn-nc: 0.09322033898305085
bed|in: 1.709854747839171e-05
vb-nc|in: 6.839418991356684e-05
md|vb-nc: 0.04878048780487805
wdt+bez-nc|in: 1.709854747839171e-05
jj-nc|wdt+bez-nc: 0.5
rb-nc|jj-nc: 0.04878048780487805
.-nc|rb-nc: 0.038461538461538464
.-nc|.-nc: 0.5
bez|.-nc: 0.1875
np+hvz-nc|bez: 0.00010144045445323595
vbn-nc|np+hvz-nc: 1.0
at-nc|vbn-nc: 0.1111111111111111
at-nc|nn: 2.7008960222553833e-05
hvz-nc|nn: 6.752240055638458e-06
vbn-nc|hvz-nc: 0.5
,|vbn-nc: 0.1111111111111111
vbn-nc|in: 8.549273739195855e-06
rb|vbn-nc: 0.1111111111111111
vb-nc|ppss-nc: 0.16129032258064516
cd-nc|vb-nc: 0.04878048780487805
nn-nc|cd-nc: 0.8
jj|nn-nc: 0.025423728813559324
cd-nc|nn: 6.752240055638458e-06
cd-nc|in: 1.709854747839171e-05
ppss-nc|nn-nc: 0.025423728813559324
pps|vb-nc: 0.024390243902439025
vb-nc|nn: 6.752240055638458e-06
.|vb-nc: 0.07317073170731707
nn-nc|in: 9.404201113115441e-05
nns-nc|nn-nc: 0.00847457627118644
ber-nc|nns-nc: 0.11538461538461539
ql-nc|ber-nc: 0.2
jj-nc|ql-nc: 1.0
jj|jj-nc: 0.024390243902439025
ql-nc|nn: 6.752240055638458e-06
jjr-nc|at-nc: 0.05714285714285714
at-nc|jjr-nc: 0.4
,-nc|nn-nc: 0.01694915254237288
at-nc|,-nc: 0.2
nns-nc|at-nc: 0.08571428571428572
pps|nns-nc: 0.038461538461538464
at-nc|nns: 1.8675531318866023e-05
cc|nn-nc: 0.05084745762711865
at-nc|cc: 2.741528676389955e-05
.|nns-nc: 0.11538461538461539
at-nc|wdt+bez-nc: 0.5
wps+bez-nc|in: 8.549273739195855e-06
at-nc|wps+bez-nc: 0.5
nil|nn-nc: 0.00847457627118644
pps|nil: 0.006493506493506494
pp$-nc|in: 3.419709495678342e-05
nn-nc|pp$-nc: 0.46153846153846156
abx|nn-nc: 0.00847457627118644
dt+bez-nc|in: 8.549273739195855e-06
pp$-nc|dt+bez-nc: 1.0
pp$-nc|wrb: 0.00022930520522815867
bez|nn-nc: 0.059322033898305086
rb+bez-nc|in: 8.549273739195855e-06
pp$-nc|rb+bez-nc: 1.0
*|jj: 0.00022548277472660215
wdt-nc|in: 3.419709495678342e-05
bedz-nc|wdt-nc: 0.2857142857142857
dt-nc|bedz-nc: 0.25
nn-nc|dt-nc: 0.5714285714285714
.-nc|nn-nc: 0.025423728813559324
np-nc|bez: 0.0002028809089064719
vbd-nc|np-nc: 0.13333333333333333
at-nc|vbd-nc: 0.18181818181818182
rp-nc|nn-nc: 0.00847457627118644
,|rp-nc: 0.4
at-nc|,: 1.774622892635315e-05
rp-nc|nn: 6.752240055638458e-06
.|rp-nc: 0.2
vbz-nc|np-nc: 0.06666666666666667
at-nc|vbz-nc: 0.14285714285714285
rb-nc|nn-nc: 0.01694915254237288
,|rb-nc: 0.15384615384615385
rb-nc|nn: 1.3504480111276917e-05
.|rb-nc: 0.07692307692307693
ber-nc|wdt-nc: 0.14285714285714285
ppss-nc|ber-nc: 0.4
vbg-nc|ppss-nc: 0.03225806451612903
in-nc|vbg-nc: 0.125
.-nc|in-nc: 0.04878048780487805
ppss|.-nc: 0.0625
rb-nc|in: 1.709854747839171e-05
in|rb-nc: 0.038461538461538464
pps-nc|in: 2.5647821217587564e-05
rb-nc|pps-nc: 0.2222222222222222
vbz-nc|rb-nc: 0.07692307692307693
rb-nc|vbz-nc: 0.2857142857142857
vbz-nc|in: 2.5647821217587564e-05
.|vbz-nc: 0.14285714285714285
pn-nc|jj: 1.610591248047158e-05
ber|pn-nc: 0.5
ppss+md-nc|in: 8.549273739195855e-06
vb-nc|ppss+md-nc: 1.0
in-nc|vb-nc: 0.12195121951219512
np-nc|in-nc: 0.07317073170731707
jj|np-nc: 0.13333333333333333
np-nc|in: 3.419709495678342e-05
.|np-nc: 0.06666666666666667
hvz|vbn: 7.049700387733522e-05
ppss+md-nc|rb: 2.8333427778092593e-05
ppo-nc|in-nc: 0.024390243902439025
,|ppo-nc: 0.2222222222222222
in-nc|nn: 6.752240055638458e-06
.|in-nc: 0.07317073170731707
wps+bez-nc|vbz: 0.00013842746400885935
pps-nc|wps+bez-nc: 0.5
.|pps-nc: 0.1111111111111111
pps-nc|``: 0.00011763321962122103
''|pps-nc: 0.1111111111111111
ber|hv: 0.00026281208935611036
in|vb-nc: 0.024390243902439025
wrb-nc|in: 1.709854747839171e-05
*-nc|wrb-nc: 0.14285714285714285
vb-nc|*-nc: 1.0
np-nc|vb-nc: 0.024390243902439025
.-nc|np-nc: 0.06666666666666667
cc|.-nc: 0.0625
wdt|wrb: 0.00045861041045631735
pps-nc|jj: 1.610591248047158e-05
in|pps-nc: 0.1111111111111111
vbz|rb-nc: 0.07692307692307693
:|vbz-nc: 0.14285714285714285
pn|:: 0.0019569471624266144
ppo|``: 0.0011763321962122103
ex-nc|in: 8.549273739195855e-06
ber*-nc|ex-nc: 1.0
ap-nc|ber*-nc: 1.0
jj-nc|ap-nc: 0.5
nns-nc|jj-nc: 0.04878048780487805
in-nc|nns-nc: 0.07692307692307693
at-nc|in-nc: 0.0975609756097561
at|nn-nc: 0.00847457627118644
nns-nc|nn: 1.3504480111276917e-05
:|nns-nc: 0.038461538461538464
nns-nc|cs: 4.663526558783752e-05
vbd|nns-nc: 0.038461538461538464
nns-nc|vbd: 3.940886699507389e-05
,|nns-nc: 0.038461538461538464
nns-nc|hv-nc: 0.36363636363636365
to-nc|nns-nc: 0.07692307692307693
do-nc|to-nc: 0.07692307692307693
at|do-nc: 0.5
vbz|nns-nc: 0.038461538461538464
jjr|hvz: 0.0012536564981195152
do-nc|cs: 4.663526558783752e-05
.|do-nc: 0.5
nn-nc|cs: 4.663526558783752e-05
(|nns-nc: 0.038461538461538464
rb|cd-nc: 0.2
nn-nc|jj: 1.610591248047158e-05
vbd-nc|ppss-nc: 0.25806451612903225
ppo-nc|vbd-nc: 0.09090909090909091
wrb-nc|ppo-nc: 0.1111111111111111
ppss-nc|wrb-nc: 0.14285714285714285
bed-nc|ppss-nc: 0.06451612903225806
at-nc|bed-nc: 0.3333333333333333
cc-nc|,: 3.54924578527063e-05
ppss-nc|cc-nc: 0.4
jj-nc|bed-nc: 0.3333333333333333
jj|rb-nc: 0.038461538461538464
md|jj-nc: 0.04878048780487805
md|rb-nc: 0.038461538461538464
pps+bez-nc|in: 1.709854747839171e-05
jj-nc|pps+bez-nc: 0.3333333333333333
wdt-nc|jj-nc: 0.024390243902439025
dt-nc|wdt-nc: 0.14285714285714285
md-nc|nn-nc: 0.00847457627118644
vb-nc|md-nc: 0.5
jj|vb-nc: 0.024390243902439025
vb-nc|cc: 2.741528676389955e-05
hvz-nc|pps-nc: 0.1111111111111111
ppo-nc|hvz-nc: 0.5
rp-nc|ppo-nc: 0.1111111111111111
in-nc|rp-nc: 0.2
rp-nc|in: 8.549273739195855e-06
ppss+ber-nc|in: 8.549273739195855e-06
vbg-nc|ppss+ber-nc: 1.0
pp$-nc|in-nc: 0.04878048780487805
in-nc|in: 5.129564243517513e-05
vbz|in-nc: 0.024390243902439025
nns-nc|pp$-nc: 0.23076923076923078
jjr-nc|ber-nc: 0.4
cs-nc|jjr-nc: 0.2
pp$-nc|cs-nc: 0.2
nns$-nc|pp$-nc: 0.07692307692307693
jj|nns$-nc: 0.5
cc|pp$-nc: 0.07692307692307693
nns$-nc|cc: 2.741528676389955e-05
,|nns$-nc: 0.5
in-nc|jjr-nc: 0.2
jj|nns-nc: 0.038461538461538464
vbg-nc|pps+bez-nc: 0.6666666666666666
ppl-nc|vbg-nc: 0.0625
rbr-nc|ppl-nc: 0.5
cs-nc|rbr-nc: 1.0
pps+bez-nc|cs-nc: 0.2
ppo-nc|vbg-nc: 0.0625
abx|ppo-nc: 0.1111111111111111
ppl-nc|abx: 0.0014064697609001407
cc|ppl-nc: 0.5
ppo-nc|cc: 2.741528676389955e-05
hv|ppo-nc: 0.1111111111111111
cs|hv: 0.0028909329829172143
bez-nc|in: 8.549273739195855e-06
pps-nc|bez-nc: 0.2
jj-nc|pps-nc: 0.1111111111111111
cc-nc|jj-nc: 0.024390243902439025
jj-nc|cc-nc: 0.2
.-nc|jj-nc: 0.024390243902439025
at|.-nc: 0.125
cc|np-nc: 0.06666666666666667
in-nc|nn-nc: 0.03389830508474576
od-nc|nn-nc: 0.00847457627118644
jj|od-nc: 1.0
vbz|np-nc: 0.06666666666666667
np-nc|vbz: 0.00013842746400885935
cs|np-nc: 0.06666666666666667
vbd-nc|in: 8.549273739195855e-06
vbz|vbd-nc: 0.09090909090909091
hv|rbr: 0.0008673026886383347
vbz|nn-nc: 0.03389830508474576
vbz-nc|nn-nc: 0.00847457627118644
nn-nc|vbz-nc: 0.14285714285714285
at|rb-nc: 0.11538461538461539
nns|vbz-nc: 0.14285714285714285
rb-nc|wrb: 0.00022930520522815867
bez|hv-nc: 0.09090909090909091
hv-nc|in: 1.709854747839171e-05
ppss-nc|hv-nc: 0.09090909090909091
vbn-nc|ppss-nc: 0.03225806451612903
vbg-nc|vbn-nc: 0.2222222222222222
at-nc|vbg-nc: 0.125
,|hv-nc: 0.09090909090909091
hv-nc|vbz: 0.00013842746400885935
vbn-nc|hv-nc: 0.09090909090909091
np+bez-nc|in: 8.549273739195855e-06
at-nc|np+bez-nc: 0.6666666666666666
nn-nc|in-nc: 0.12195121951219512
np-nc|cc-nc: 0.2
bez-nc|np-nc: 0.06666666666666667
rb-nc|bez-nc: 0.2
bez-nc|at: 1.0529530067073107e-05
in|bez-nc: 0.2
jjs|od: 0.0016155088852988692
bez-nc|vbz: 0.00013842746400885935
at-nc|bez-nc: 0.2
np+bez-nc|.: 1.6986580601324952e-05
cc-nc|,-nc: 0.4
np+bez-nc|cc-nc: 0.2
rb-nc|np+bez-nc: 0.3333333333333333
bez-nc|dt: 0.0001148105625717566
vbn|bez-nc: 0.2
rb-nc|vbz: 0.00013842746400885935
abn-nc|in-nc: 0.024390243902439025
at-nc|abn-nc: 1.0
wps-nc|nns-nc: 0.038461538461538464
bed-nc|wps-nc: 0.3333333333333333
vbn-nc|bed-nc: 0.3333333333333333
,-nc|vbn-nc: 0.1111111111111111
pp$-nc|,-nc: 0.2
bedz-nc|pp$-nc: 0.07692307692307693
at-nc|bedz-nc: 0.625
jjt-nc|at-nc: 0.02857142857142857
at|jjt-nc: 1.0
pp$-nc|nn: 6.752240055638458e-06
vbz|pp$-nc: 0.07692307692307693
pp$-nc|vbz: 0.00013842746400885935
vb-nc|wrb: 0.00022930520522815867
vbz|vb-nc: 0.04878048780487805
beg|(: 0.00045330915684496827
)|np-nc: 0.06666666666666667
nn-nc|wdt-nc: 0.14285714285714285
dod-nc|nn-nc: 0.00847457627118644
np-nc|dod-nc: 1.0
vb-nc|np-nc: 0.06666666666666667
pps|.-nc: 0.0625
ppl|rb: 0.00025500085000283333
in-nc|cc: 0.0001096611470555982
wdt-nc|in-nc: 0.024390243902439025
bez|wdt-nc: 0.14285714285714285
vb-nc|cs: 9.327053117567504e-05
bez|in-nc: 0.07317073170731707
)|vb-nc: 0.024390243902439025
in-nc|,: 3.54924578527063e-05
hvz|in-nc: 0.04878048780487805
doz|vb-nc: 0.024390243902439025
.|doz: 0.021929824561403508
in-nc|rb: 2.8333427778092593e-05
dt-nc|in: 1.709854747839171e-05
bedz-nc|dt-nc: 0.2857142857142857
wpo-nc|nn-nc: 0.00847457627118644
ppss-nc|wpo-nc: 1.0
in-nc|vbd-nc: 0.45454545454545453
cc|in-nc: 0.024390243902439025
to-nc|wrb: 0.00022930520522815867
vbz|to-nc: 0.07692307692307693
in-nc|vbz: 0.00013842746400885935
in|nn-nc: 0.01694915254237288
wps-nc|in: 1.709854747839171e-05
bedz-nc|wps-nc: 0.6666666666666666
cs-nc|nn-nc: 0.00847457627118644
ppss-nc|cs-nc: 0.6
,|in-nc: 0.04878048780487805
to-nc|vbd-nc: 0.09090909090909091
ppo-nc|vb-nc: 0.0975609756097561
,-nc|ppo-nc: 0.1111111111111111
bedz-nc|ppss-nc: 0.03225806451612903
jj-nc|bedz-nc: 0.125
to-nc|jj-nc: 0.024390243902439025
at|to-nc: 0.07692307692307693
to-nc|jj: 1.610591248047158e-05
bez|to-nc: 0.15384615384615385
to-nc|vbz: 0.00013842746400885935
.|ppo-nc: 0.1111111111111111
to-nc|in: 8.549273739195855e-06
to-nc|,: 1.774622892635315e-05
ppss-nc|wrb: 0.00022930520522815867
bez|vb-nc: 0.04878048780487805
cs-nc|nns-nc: 0.038461538461538464
bem-nc|ppss-nc: 0.06451612903225806
to-nc|bem-nc: 1.0
dt-nc|vb-nc: 0.024390243902439025
wdt-nc|nns-nc: 0.038461538461538464
