furthermore|rb: 36
arbitrary|jj: 20
fairly|rb: 8
grouping|vbg: 4
approximately|ql: 5
19|cd: 26
14|cd: 46
12|cd: 69
appearing|vbg: 16
distribution|nn: 73
averaging|vbg: 8
grades|nns: 22
mean|nn: 12
wholly|ql: 10
unrelated|jj: 7
n|nn: 17
correlation|nn: 14
displacement|nn: 22
1960|cd: 168
david|np: 46
published|vbd: 11
basic|jj-tl: 1
vocabulary|nn-tl: 1
in|in-tl: 64
some|dti-tl: 1
languages|nns-tl: 1
al|np-tl: 1
no.|nn-tl: 53
pp.|nns: 8
7|cd: 43
-|in: 65
compares|vbz: 6
8|cd: 79
based|vbd: 3
revised|vbn: 9
retention|nn: 12
towards|in-tl: 1
greater|jjr-tl: 6
accuracy|nn-tl: 1
thomas'|np$: 6
persistence|nn: 9
second|rb: 12
partially|ql: 5
arrived|vbn: 17
ignored|vbn: 15
equation|nn: 32
deriving|vbg: 4
weights|vbz: 1
frequencies|nns: 31
100%|nn: 8
weighed|vbn: 5
tested|vbn: 33
bodies|nns: 61
constant|jj: 55
comparative|jj: 15
relevance|nn: 10
competing|vbg: 15
distinction|nn: 36
presentation|nn: 31
listing|vbg: 2
meanings|nns-tl: 1
n|np: 11
b|nn: 32
a|3: 1
stems|nns-tl: 1
affect|vb: 32
confident|jj: 15
prove|vb: 50
unstable|jj: 8
animals|nns: 55
substituted|vbn: 12
slots|nns: 4
separation|nn: 17
outcome|nn: 25
elapsed|vbn: 4
calculations|nns: 10
tact|nn: 6
conditioning|nn: 11
insistence|nn: 17
attaining|vbg: 6
nearer|rbr: 6
vague|jj: 25
practical|jj: 67
operational|jj: 25
lexicostatistics|nn: 4
establishment|nn: 51
proportion|nn: 24
insulated|vbn: 4
elephant|nn: 7
fox|nn: 8
banana|nn: 4
possess|vb: 17
tooth|nn: 19
isolate|vb: 8
continuum|nn: 5
priority|nn: 18
qualities|nns: 43
march|nn: 13
conquest|nn: 8
affiliation|nn: 4
hemisphere|nn: 10
genetic|jj: 5
farther|ql: 8
moves|vbz: 26
thinner|jjr: 6
hold|nn: 25
speculative|jj: 8
component|nn: 24
inferences|nns: 4
traversed|vbn: 4
provinces|nns: 9
consolidated|vbn: 5
announced|vbn: 35
results|nns: 126
interrelation|nn: 4
stimulus|nn: 15
potential|nn: 28
firm|jj: 48
internal|jj: 49
links|nns: 7
acquiring|vbg: 11
forecasting|vbg: 7
steady|jj: 36
plodding|nn: 1
8|cd-hl: 8
bound|vbn: 31
rules|nns: 69
aims|nns: 11
revision|nn: 8
procedures|nns: 59
abandonment|nn: 10
intrinsically|rb: 4
prime|jj: 36
requirement|nn: 27
constitution|nn: 11
empirical|jj: 23
opposite|jj: 46
attempted|vbn: 15
podger|np: 21
enjoyed|vbd: 36
lake|nn-tl: 41
narrow|jj: 59
fringe|nn: 16
emphasized|vbd: 8
evening|nn: 120
cool|jj: 47
gathering|nn: 15
bursting|vbg: 12
ages|nns: 37
midst|nn: 16
attended|vbn: 11
auction|nn: 4
prize|nn: 17
woven|vbn: 7
hammock|nn: 5
pillow|nn: 8
fringed|vbn: 5
caressing|vbg: 5
pushed|vbd: 31
motions|nns: 17
drift|nn: 15
tangle|nn: 7
contented|vbn: 8
blue|jj: 79
jay|nn: 1
feather|nn: 5
breakfast|nn: 53
spread|nn: 14
harshly|rb: 4
drifted|vbn: 4
worn|vbn: 22
floating|vbg: 11
linking|vbg: 4
nearby|rb: 20
walked|vbn: 15
box|nn: 60
turtle|nn: 8
self-contained|jj: 5
relic|nn: 6
bent|vbn: 17
best|ql: 3
crossing|vbg: 14
pursuing|vbg: 9
commendable|jj: 5
approaching|vbg: 27
driver|nn: 48
pains|nns: 12
chances|nns: 23
signaling|vbg: 2
consummated|vbd: 1
withdrew|vbd: 9
council|nn: 28
study|vb: 39
phenomenon|nn: 35
waved|vbd: 16
midday|nn: 5
dancing|vbg: 29
streaked|vbd: 3
drama|nn: 41
them|dts: 9
gets|vbz: 63
kinda|ql: 2
see|uh: 1
wrap|vb: 5
'em|ppo: 37
thanked|vbn: 1
gravely|rb: 6
attractive|jj: 37
lying|vbg: 33
cat|nn: 20
rubbed|vbd: 13
briefly|rb: 37
welcome|nn: 12
hopped|vbd: 5
remarked|vbd: 25
chilly|jj: 5
hum|nn: 4
pam|np: 8
dad|nn-tl: 13
lighted|vbn: 22
emerged|vbd: 22
arm|nn: 91
happier|jjr: 11
dallas|np-hl: 2
south|nr-tl: 103
equality|nn: 11
desegregation|nn: 37
southern|jj-tl: 107
dallas|np: 43
atlanta|np: 31
civic|jj: 18
peacefully|rb: 4
little|jj-tl: 30
rock|nn-tl: 17
orleans|np-tl: 39
warnings|nns: 8
processes|nns: 56
nashville|np: 7
houston|np: 24
incidents|nns: 11
friction|nn: 16
whites|nns: 16
negroes|nps: 58
fast|jj: 28
halted|vbd: 10
threats|nns: 14
integrated|vbn: 11
flexible|jj: 23
rebuff|nn: 4
moves|nns: 7
resume|vb: 10
impatience|nn: 10
met|vbn: 47
eloquent|jj: 11
removal|nn: 40
barriers|nns: 17
segregated|vbn: 15
restaurants|nns: 12
counters|nns: 8
downtown|nr: 40
retail|nn: 8
establishments|nns: 8
negro|np: 104
extensions|nns: 6
hotels|nns: 19
bars|nns: 35
reservations|nns: 9
conventions|nns: 9
conditions|nns: 174
prevailed|vbd: 7
all-white|jj: 5
neighborhoods|nns: 17
symptomatic|jj: 7
spreading|vbg: 15
insist|vb: 25
intimidation|nn: 5
freedom|nn-tl: 6
riders|nns-tl: 6
discrimination|nn: 22
approval|nn: 48
causes|nns: 27
suffer|vb: 33
departments|nns: 25
southerners|nns-tl: 26
inclined|vbn: 21
businessmen|nns: 15
concert|nn: 31
individually|rb: 16
retaliation|nn: 6
suburb|nn: 13
california|np-tl: 20
freeways|nns: 5
los|np: 42
angeles|np: 39
cruising|vbg: 5
m.p.h.|nns: 6
lane|nn-tl: 9
a|np-tl: 14
freeway|nn: 5
traffic|nn: 61
jam|nn: 4
lane|nn: 11
smoothly|rb: 12
tentative|jj: 13
fender|nn: 4
b|np-tl: 8
populated|vbn: 11
cars|nns: 110
choices|nns: 8
slow|vb: 8
lanes|nns: 4
alternately|rb: 7
accelerate|vb: 5
guessing|vbg: 8
intentions|nns: 20
fascinating|jj: 20
sport|nn: 17
remarkable|jj: 46
elect|vb: 8
access|nn: 23
consistently|rb: 18
impressed|vbn: 23
manhood|nn: 6
jam|vb: 2
pedal|nn: 3
alongside|rb: 5
negative|nn: 3
drivers|nns: 24
company|nn-tl: 71
stereotype|nn: 12
state|vb: 20
unequivocally|rb: 4
considerably|ql: 22
courteous|jj: 6
competent|jj: 21
driving|vbg: 46
blocks|nns: 37
well|nn: 17
fluid|nn: 18
paste|nn: 9
cellulose|nn: 10
acetate|nn: 7
pulls|vbz: 8
weights|nns: 10
terminal|jj: 9
shear|nn: 38
graph|nn: 17
obtained|vbn: 107
motor|nn: 51
pulley|nn: 3
clearance|nn: 4
approximate|jj: 8
diameter|nn: 43
increased|vbn: 103
build-up|nn: 4
runs|nns: 39
contained|vbd: 33
1|16'': 1
manometer|nn: 6
fluids|nns: 14
undergoing|vbg: 12
pressures|nns: 33
negligible|jj: 10
generated|vbn: 8
labeled|vbn: 7
hr.|nn: 3
concluded|vbn: 10
feeding|nn: 4
measurements|nns: 47
indicated|vbd: 59
exerted|vbn: 10
molecular|jj: 17
limit|nn: 31
stated|vbn: 47
300|cd: 25
expect|vb: 107
viscoelastic|jj: 3
maximum|jj: 65
presumed|vbn: 9
geometric|jj: 1
assembly|nn: 21
readings|nns: 17
explained|vbn: 18
exploratory|jj: 3
fields|nns: 69
forecast|vbn: 5
aid|vb: 22
satisfactory|jj: 38
characterization|nn: 5
commercial|jj: 55
elasticity|nn: 4
parameter|nn: 7
subject|jj: 38
present|nn: 44
printing|vbg: 10
plastics|nns: 28
dough|nn: 13
properties|nns: 56
subjective|jj: 18
field|nn: 234
multiplying|vbg: 8
differential|nn: 3
times|in: 3
volume|nn: 116
gravitational|jj: 4
customary|jj: 14
terminology|nn: 6
chemists|nns: 4
calculation|nn: 11
generalized|vbn: 9
height|nn: 32
h|nn: 10
cross-sectional|jj: 4
a|nn: 50
opposed|vbn: 31
h|np: 6
a|np: 29
gibbs|np: 6
t|nn: 40
total|jj: 54
potential|jj: 37
reference|nn: 66
eliminated|vbn: 16
zero|nn: 6
combines|vbz: 7
equilibrium|nn: 13
mechanical|jj: 34
concentration|nn: 46
above|jj: 21
applied|vbn: 83
justified|vbn: 22
mechanics|nn: 2
elastic|jj: 7
solids|nns: 13
flowing|vbg: 17
solutions|nns: 27
relax|vb: 18
modified|vbn: 11
normal|rb: 3
shearing|vbg: 4
s|np: 11
**yc|nn: 8
angle|nn: 48
deformation|nn: 5
calculate|vb: 4
suspended|vbn: 29
drops|nns: 10
viscosity|nn: 10
forces|nns: 136
balloon|nn: 7
pressed|vbn: 16
ellipsoids|nns: 4
mathematically|rb: 5
approximation|nn: 6
axis|nn: 34
mason|np: 23
taylor|np: 16
approaches|vbz: 8
radii|nns: 4
curvature|nn: 5
surface|jj: 7
b|np: 33
directions|nns: 24
c|np: 26
kinetic|jj: 8
d|np: 13
conforms|vbz: 5
appreciably|rb: 4
assumptions|nns: 20
subjected|vbn: 22
spherical|jj: 8
cylindrical|jj: 9
curved|vbn: 6
interfacial|jj: 6
axes|nns: 7
radius|nn: 9
published|vbn: 77
formulas|nns: 20
photographs|nns: 14
corn|nn: 29
syrup|nn: 4
lodge|np: 2
af|nil: 1
inclination|nn: 7
appreciable|jj: 5
temperature|nn: 130
converted|vbn: 17
transferred|vbn: 27
surrounding|vbg: 25
sink|nn: 11
equals|vbz: 7
q|np: 7
probability|nn: 35
entropy|nn: 4
states|vbz: 17
energies|nns: 10
thermal|jj: 31
magnetic|jj: 24
resonance|nn: 13
paramagnetic|jj: 13
electron|nn: 29
dipole|jj: 5
broadening|nn: 4
decreasing|vbg: 6
t|np: 35
fields|vbz: 1
interaction|nn: 15
linear|jj: 20
j|np: 1
experimentally|rb: 8
constant|nn: 9
experimental|jj: 33
slope|nn: 19
intercept|nn: 2
particle|nn: 21
hydrogen|nn: 39
nuclei|nns: 13
symmetry|nn: 7
introduction|nn-hl: 6
unpaired|jj: 4
tremendous|jj: 37
verify|vb: 5
quantitative|jj: 9
suited|vbn: 18
matters|nns: 58
electrons|nns: 11
chromium|nn: 4
crystal|nn: 17
discuss|vb: 28
outline|vb: 4
experiment|nn: 52
discussed|vbn: 46
models|nns: 47
af|nn-hl: 2
bond|nn-hl: 1
peculiarities|nns: 4
packing|vbg: 13
solid|nn: 7
critical|jj: 57
symmetric|jj: 7
ample|jj: 16
convincing|jj: 8
nickel|nn: 7
estimates|nns: 22
2.5|cd: 4
douglass|np: 9
x-ray|nn: 10
diffraction|nn: 7
corresponding|vbg: 9
ion|nn: 5
uniquely|rb: 10
atoms|nns: 39
intensity|nn: 53
sheets|nns: 26
o|nn: 13
sheet|nn: 44
packed|vbn: 12
atom|nn: 37
stacked|vbn: 7
111|cd: 2
layer|nn: 12
upper|jjr: 10
neighboring|vbg: 23
repeat|nn: 3
joined|vbn: 23
6|cd: 66
gross|jj: 17
compounds|nns: 15
angles|nns: 11
distances|nns: 19
oxygen|nn: 43
about|rp: 20
conceive|vb: 14
packing|nn: 2
equivalence|nn: 4
release|vb: 9
centered|vbn: 9
midway|rb: 3
chemical|jj: 5
downs|nns: 3
located|vbn: 59
experimental|jj-hl: 5
procedures|nns-hl: 2
samples|nns-hl: 2
prepared|vbd: 12
decomposition|nn: 12
aqueous|jj: 14
acid|nn: 10
kind|jj: 16
grams|nns: 18
unsatisfactory|jj: 8
reproducible|jj: 5
portions|nns: 10
learned|vbd: 54
percent|nn: 53
suspect|jj: 3
plane|np: 1
suggested|vbd: 47
500|cd: 13
ml|nn: 11
heated|vbn: 16
bomb|nn: 31
48|cd: 7
g|nn: 4
differential|jj: 13
accord|nn: 6
gases|nns: 7
evolved|vbn: 6
heating|vbg: 17
nitrogen|nn: 12
vapor|nn: 11
occurring|vbg: 21
occluded|vbn: 4
emission|nn: 32
spectra|nns: 17
calcium|nn: 11
impurities|nns: 9
account|vb: 27
radiation|nn: 95
analyses|nns: 9
r.|np: 56
g.|np: 41
laboratory|nn: 25
infrared|jj: 11
spectrum|nn: 14
a.|np: 95
bands|nns: 10
jones|np: 69
microscopic|jj: 7
examination|nn: 28
composed|vbn: 35
particles|nns: 42
sizes|nns: 12
1000|cd: 11
preferred|vbn: 10
nuclear|jj-hl: 1
magnetic|jj-hl: 1
resonance|nn-hl: 1
(|(-hl: 162
UNK|np-hl: 54
)|)-hl: 184
measurements|nns-hl: 5
absorption|nn: 12
detected|vbn: 12
employing|vbg: 10
model|nn: 55
40|cd: 39
UNK|sec: 3
bridge|nn: 81
10|cd: 130
maintained|vbn: 35
saturation|nn: 5
modulation|nn: 4
amplitude|nn: 6
commensurate|jj: 4
adjusted|vbn: 21
relaxation|nn: 7
microseconds|nns: 4
spin|nn: 3
observing|vbg: 13
breadth|nn: 7
induction|nn: 6
decay|nn: 10
mean|jj: 29
numerical|jj: 18
77|cd: 3
cooled|vbn: 13
andrew|np: 12
evacuation|nn: 4
disappeared|vbd: 19
due|rb: 19
broadening|vbg: 5
sealed|vbn: 13
one-third|nn: 14
corresponds|vbz: 6
powdered|vbn: 7
circular|jj: 17
cylinder|nn: 18
container|nn: 10
blowing|vbg: 15
bubble|nn: 12
capillary|nn: 8
glass|nn: 96
tube|nn: 30
filled|vbn: 66
precautions|nns: 7
diluted|vbn: 6
enacted|vbn: 10
senate|nn-tl: 57
representatives|nns-tl: 13
america|np-tl: 70
congress|np: 121
act|nn-tl: 113
1952|cd: 28
stat.|nn-tl: 4
amended|vbn: 11
42|cd: 15
section|nn-tl-hl: 1
1|cd-tl-hl: 5
shortage|nn: 14
usable|jj: 8
policy|nn: 210
practicable|jj: 6
low-cost|nn: 6
large-scale|nn: 6
agricultural|jj: 32
beneficial|jj: 11
uses|nns: 25
saline|jj: 7
thereto|rb: 11
saline|jj-nc: 1
water|nn-nc: 9
chemically|rb: 5
charged|vbn: 35
united|vbn-tl-nc: 3
states|nns-tl-nc: 3
extends|vbz: 12
district|nn-tl: 58
columbia|np-tl: 16
commonwealth|nn-tl: 5
puerto|np-tl: 2
rico|np-tl: 2
territories|nns: 8
sec.|nn-tl-hl: 16
purposes|nns: 88
secretary|nn-tl: 148
interior|nn-tl: 27
a|np-hl: 20
conduct|vb: 20
encourage|vb: 45
promote|vb: 30
b|np-hl: 19
pilot|nn: 40
testing|nn: 21
demonstrated|vbn: 23
c|np-hl: 17
recommend|vb: 22
participation|nn: 40
demonstration|nn: 24
b|nn-tl: 6
promise|nn: 33
recommendation|nn: 24
accompanied|vbn: 26
d|np-hl: 15
recovery|nn: 25
marketing|nn: 6
commercially|rb: 11
conversion|nn: 20
e|np-hl: 10
undertake|vb: 12
surveys|nns: 11
a|at-tl-hl: 4
engineers|nns: 27
personnel|nns: 69
contract|nn: 54
b|nn-tl-hl: 4
organizations|nns: 58
firms|nns: 55
grants|nns: 20
facilities|nns: 93
federal|jj-tl: 124
laboratories|nns: 5
e|np: 13
operate|vb: 48
sites|nns: 16
programing|vbg: 8
f|np-hl: 5
inventions|nns: 4
patent|nn: 33
applications|nns: 25
patents|nns: 19
licenses|nns: 5
lease|nn: 7
g|np-hl: 3
issue|vb: 13
h|np-hl: 2
projects|nns: 60
cooperate|vb: 11
participate|vb: 21
instances|nns: 29
i|ppss-hl: 2
foster|vb: 3
relating|vbg: 20
j|np-hl: 2
advancing|vbg: 4
k|np-hl: 1
agencies|nns: 59
4|cd-tl-hl: 2
undertaken|vbn: 18
conducted|vbn: 41
jointly|rb: 7
defense|nn-tl: 40
military|jj: 182
advance|vb: 14
strengthen|vb: 15
fullest|jjt: 5
atomic|jj-tl: 5
energy|nn-tl: 4
commission|nn-tl: 72
education|nn-tl: 35
welfare|nn-tl: 6
achieving|vbg: 14
contracted|vbn: 4
sponsored|vbn: 20
authorized|vbn: 33
government|nn-tl: 140
limitations|nns: 25
subsection|nn: 13
construed|vbn: 5
owner|nn: 31
5|cd-tl-hl: 1
dispose|vb: 5
received|vbn: 93
treasury|nn-tl: 38
receipts|nns: 7
session|nn: 73
provisions|nns: 38
ensuing|vbg: 4
regulations|nns: 28
8|cd-tl-hl: 2
appropriated|vbn: 10
expended|vbn: 10
1962|cd: 35
inclusive|jj: 4
cooperative|jj: 16
agreements|nns: 11
pursuant|in: 19
round|vb: 6
funds|nns: 91
assure|vb: 37
countries|nns: 138
agency|nn: 46
4|cd-tl: 32
1958|cd: 91
72|cd: 10
UNK|cd-tl: 121
c.|np: 89
hereby|rb: 8
joint|jj: 15
construct|vb: 12
terminate|vb: 12
approved|vbn: 28
deemed|vbn: 8
exceed|vb: 18
proceed|vb: 18
contributed|vbn: 14
assistance|nn: 83
net|jj: 12
proceeds|nns: 9
1961|cd: 124
injuries|nns: 11
hazards|nns: 10
metal|nn-tl: 2
nonmetallic|jj: 4
mines|nns: 27
coal|nn: 27
lignite|nn: 4
effectiveness|nn: 32
mandatory|jj: 6
statistics|nns: 22
inspection|nn: 20
plus|cc: 49
enforcement|nn: 19
magnitude|nn: 28
phases|nns: 24
metal|nn: 57
excluding|in-hl: 1
coal|nn-hl: 1
laws|nns: 86
applicable|jj: 17
duly|rb: 10
admission|nn: 33
operator|nn: 49
commerce|nn: 17
substantially|rb: 31
gathering|vbg: 13
state|nn-tl-nc: 3
commerce|nn-nc: 1
thereof|rb: 16
recommendations|nns: 22
enactment|nn: 7
payments|nns: 48
producers|nns: 14
zinc|nn: 10
concentrates|nns: 5
mining|nn: 1
lands|nns: 21
newly|rb: 26
therefrom|rb: 5
14-1|2: 4
cents|nns: 26
75|cd: 20
centum|nn: 6
western|jj: 33
saint|np-tl: 1
louis|np-tl: 13
55|cd: 9
sales|nns: 125
1963|cd: 8
1965|cd: 5
u.n.'s|np$-hl: 1
gravest|jjt-hl: 1
crisis|nn-hl: 1
ambassador|nn-tl: 11
stevenson|np: 15
yesterday|nr: 81
described|vbd: 28
u.n.'s|np$: 3
successor|nn: 16
dag|np: 7
hammarskjold|np: 16
gravest|jjt: 3
downhill|rb: 4
u.n.|np: 47
general|jj-tl: 74
charter|nn-tl: 11
chief|jjs: 56
administrative|jj: 50
officer|nn: 95
organization|nn-tl: 18
staff|nn: 99
receive|vb: 75
instructions|nns: 30
servant|nn: 18
political|jj: 247
citizen|nn: 27
allies|nns: 21
objection|nn: 17
objected|vbn: 1
russians|nps: 28
hammarskjold's|np$: 5
agents|nns: 39
respective|jj: 17
geographic|jj: 4
deputies|nns: 12
u.s.s.r.|np: 7
assistants|nns: 11
veto|vb: 1
general's|nn$-tl: 4
asks|vbz: 17
specified|vbn: 28
necessity|nn: 39
security|nn-tl: 16
assembly|nn-tl: 27
advisers|nns: 11
else's|rb$: 9
geography|nn: 5
beings|nns: 36
what|wdt-hl: 29
new|jj-hl: 31
charter|nn-hl: 1
does|doz-hl: 16
yes|rb-nc: 2
vote|nn: 48
question|nn-tl: 4
nov.|np: 21
mayor|nn-tl: 29
magic|nn: 15
man-made|jj: 6
mayor's|nn$-tl: 4
executive|jj: 10
excuse|nn: 21
captive|nn: 2
inaction|nn: 6
board|nn-tl: 65
estimate|nn-tl: 4
increase|vb: 80
vest|vb: 1
efficiency|nn: 48
partnership|nn: 18
legislative|jj: 39
diminished|vbn: 8
retains|vbz: 9
zoning|vbg: 4
veto|nn: 7
concurrence|nn: 4
controller|nn-tl: 8
confirmed|vbn: 12
finance|nn-tl: 4
net|nn: 21
invasion|nn: 15
usefulness|nn: 9
borough|nn-tl: 2
presidents|nns-tl: 8
retaining|vbg: 7
membership|nn: 62
housekeeping|nn: 5
highways|nns: 15
highways|nns-tl: 1
sewers|nns: 4
works|nns-tl: 6
queens|np: 3
richmond|np: 10
sanitation|nn-tl: 3
operating|vbg: 76
transfers|nns: 9
improvements|nns: 18
document|nn: 9
safeguard|nn: 2
undergo|vb: 8
hearing|nn: 46
proceeds|vbz: 6
borough|nn: 3
heretofore|rb: 8
taxpayers|nns: 21
assessment|nn: 22
affected|vbn: 32
correct|vb: 12
enlargement|nn: 4
inter-american|jj-hl: 1
press|nn-tl-hl: 1
inter-american|jj: 5
press|nn-tl: 16
blankets|vbz: 1
hemisphere|nn-tl: 4
northern|jj: 24
cape|nn-tl: 17
horn|nn-tl: 10
week|nn: 243
i.|np: 16
p.|np: 37
reflection|nn: 30
inevitably|rb: 37
cuban|jj: 13
cuba|np: 39
regime|nn: 21
publishers|nns: 10
correspondents|nns: 5
exile|nn: 4
journalism|nn: 11
politics|nn: 65
downfall|nn: 4
castro|np-tl: 1
return|nn: 94
dictatorship|nn: 11
diplomatic|jj: 25
adlai|np: 7
latin|jj-tl: 14
behalf|nn: 21
winds|nns: 16
alliance|nn-tl: 6
progress|nn-tl: 7
reforms|nns: 13
inter-american|jj-tl: 1
meeting|vbg-hl: 2
moscow|np-hl: 3
UNK|od-tl: 25
soviet|nn-tl: 78
communist|nn-tl: 61
party|nn-tl: 20
moscow|np: 28
contrasting|vbg: 10
meeting|nn: 93
premier|nn-tl: 11
khrushchev|np: 31
millions|nns: 44
kremlin|np: 10
admiration|nn: 10
depending|in: 29
russia|np: 61
clues|nns: 10
contradiction|nn: 13
rosy|jj: 5
russia's|np$: 13
party's|nn$: 5
enormous|jj: 35
dangers|nns: 16
humanity|nn: 26
posed|vbn: 4
khrushchev's|np$: 8
berlin|np: 37
scheduled|vbn: 36
adopted|vbn: 33
promised|vbn: 18
laying|vbg: 9
succession|nn: 20
illness|nn: 20
screening|nn: 3
dr.|nn-tl-hl: 2
UNK|np$-hl: 4
call|nn-hl: 1
to|in-hl: 67
action|nn-hl: 1
b.|np: 66
conant|np: 6
earned|vbn: 9
nationwide|jj: 5
reputation|nn: 27
moderate|jj: 22
considered|vbd: 31
basically|rb: 18
drastic|jj: 11
shattered|vbn: 7
shocked|vbn: 17
slums|nns-tl: 1
suburbs|nns-tl: 1
disaster|nn: 26
disagreement|nn: 9
views|nns: 43
transfer|nn: 31
attacked|vbn: 13
underestimate|vb: 4
token|jj: 6
prestige|nn: 26
recommending|vbg: 8
slums|nns: 7
streets|nns: 57
hundreds|nns: 44
thousands|nns: 47
youngsters|nns: 16
villains|nns: 4
employers|nns: 17
unions|nns: 29
alike|rb: 14
adds|vbz: 9
hidden|vbn: 20
improvement|nn: 39
call|nn: 49
cautioned|vbd: 6
lightly|rb: 28
deserve|vb: 12
gratitude|nn: 5
straightforward|jj: 8
now|rb-hl: 2
--|---hl: 26
more|ap-hl: 9
junk|nn-hl: 1
mail|nn-hl: 2
correspondent|nn: 12
junk|nn: 6
mail|nn: 36
delighted|vbn: 15
post|nn-tl: 23
office|nn-tl: 40
expand|vb: 13
deliver|vb: 18
constituents|nns: 10
zone|nn: 10
accordance|nn: 18
legislation|nn: 44
representative|nn-tl: 6
bulk|nn: 12
speeches|nns: 21
innumerable|jj: 6
complaining|vbg: 5
loads|nns: 10
pay|nn: 38
postal|jj: 4
deficit|nn: 11
writes|vbz: 40
privileged|jj: 10
our|pp$-hl: 2
do|do-hl: 4
not|*-hl: 8
forget|vb-hl: 1
us|ppo-hl: 2
occasional|jj: 37
companies|nns: 87
democratic|jj-tl: 65
proceedings|nns: 17
declaration|nn-tl: 15
independence|nn-tl: 14
state's|nn$: 19
daily|jj-tl: 23
murderer|nn: 15
associates|nns: 13
republicans|nps: 28
abolitionists|nns-tl: 1
plotted|vbn: 8
liberation|nn: 4
slaves|nns: 40
overthrow|nn: 2
journal|nn-tl: 35
acts|nns: 25
republican|np-tl: 9
cardinal|jj: 7
interfere|vb: 9
accuse|vb: 10
attempting|vbg: 23
democrats|nps: 39
woonsocket|np-tl: 3
patriot|nn-tl: 3
indecent|jj: 6
haste|nn: 9
condemn|vb: 4
editor|nn: 44
gained|vbn: 21
delay|nn: 12
guarantee|nn: 7
1859|cd: 10
slave|nn: 29
crimes|nns: 10
hanged|vbn: 6
receiving|vbg: 32
northern|jj-tl: 22
heaped|vbd: 1
islanders|nns-tl: 4
preparing|vbg: 21
brown's|np$: 22
wednesday|nr: 34
justly|rb: 4
deserved|vbd: 9
penalty|nn: 13
criminal|jj: 8
editor's|nn$: 4
conceded|vbn: 6
old|jj-tl: 76
brown|np-tl: 38
defied|vbn: 2
organized|vbn: 49
eastern|jj: 11
warren|np-tl: 4
telegraph|nn-tl: 13
solitary|jj: 13
dare|vb: 16
riot|nn: 6
heed|vb: 7
shape|vb: 6
newport|np-tl: 4
capital|jj: 2
samuel|np: 30
unfair|jj: 13
vengeance|nn: 10
well|jj: 14
elected|vbn: 30
republican|np: 32
exercised|vbd: 7
failed|vbd: 51
lingering|vbg: 5
nominated|vbd: 1
turner|np: 4
potter|np: 4
candidate|nn: 34
election|nn: 73
winning|vbg: 30
obtaining|vbg: 9
congressional|jj-tl: 8
mention|nn: 16
quaker|np: 3
lady|nn: 48
reform|vb: 3
weapons|nns: 58
thee|pps: 1
philanthropic|jj: 4
motives|nns: 19
compared|vbd: 10
moses|np: 7
oppression|nn: 5
sympathy|nn: 35
audience|nn: 112
warren|np: 46
rev.|np: 22
mission|nn-tl: 11
sympathy|nn-tl: 1
lecture|nn: 13
viewed|vbd: 2
harper's|np$-tl: 5
ferry|nn-tl: 7
remarks|nns: 40
inappropriate|jj: 4
fanaticism|nn: 4
indignant|jj: 9
claimed|vbd: 24
score|nn: 48
admitted|vbd: 24
wise|np: 2
mercury|np-tl: 1
exhibited|vbd: 4
owed|vbd: 12
free|vb: 11
concur|vb: 4
admired|vbn: 8
induce|vb: 9
honoring|vbg: 8
warned|vbd: 14
support|nn: 124
countenance|nn: 6
charles|np-tl: 9
town|nn-tl: 9
stranger|nn: 37
enclosure|nn: 7
bells|nns: 6
pratt|np-tl: 5
respectable|jj: 19
colored|vbn: 30
attracted|vbn: 14
novelty|nn: 5
wealthy|jj: 12
stove|nn: 15
manufacturer|nn: 23
uncompromising|jj: 5
reverend|np: 21
augustus|np: 4
t.|np: 27
day|np: 12
baptist|np-tl: 6
appointed|vbn: 34
secretaries|nns: 6
unanimously|rb: 11
abolition|nn: 6
island's|nn$-tl: 8
colonial|jj: 14
concluded|vbd: 21
saint|nn: 10
admitting|vbg: 8
criminal|nn: 8
deed|nn: 7
applauded|vbn: 3
portion|nn: 62
hissing|vbg: 2
fourth|od: 61
commenced|vbd: 6
convictions|nns: 18
judgments|nns: 26
remainder|nn: 19
liable|jj: 6
supporting|vbg: 26
upholding|vbg: 4
condemned|vbn: 13
recalled|vbd: 18
condemnation|nn: 7
proclaimed|vbd: 5
violation|nn: 16
close|nn: 16
preamble|nn: 3
cheerfully|rb: 5
risked|vbn: 2
denied|vbn: 37
doomed|vbn: 8
decidedly|rb: 4
disapprove|vb: 4
adopted|vbd: 11
exercise|nn: 35
wrongs|nns: 5
occasioned|vbn: 5
intent|jj: 3
propagation|nn: 8
charitable|jj: 5
undermine|vb: 8
despotism|nn: 5
suffered|vbn: 20
commend|vb: 7
pity|vb: 1
reverence|vb: 1
ripe|jj: 11
resolute|jj: 3
fearful|jj: 12
evil|nn: 33
sentry|nn: 5
showing|vbg: 56
navy|nn: 5
pistol|nn: 27
bayonet|nn: 6
scabbard|nn: 5
partially|rb: 19
uniformed|jj: 6
cavalry|nn: 16
mike|np: 88
stripped|vbd: 7
dean|np: 23
tied|vbd: 13
dragged|vbd: 8
fiske|np: 5
joined|vbd: 32
julia|np: 27
bandage|nn: 4
breathed|vbd: 7
susan|np: 37
dear|nn: 6
brave|jj: 18
silenced|vbd: 2
debated|vbd: 1
guerrilla|nn: 10
bivouac|nn: 5
remained|vbd: 82
silent|jj: 48
parade|nn: 21
