furthermore|rb: 0.0010200034000113333
convenient|jj: 0.0003382241620899032
express|vb: 0.0008278399509428177
contributing|vbg: 0.0008047364488130138
susceptible|jj: 9.663547488282948e-05
sporadic|jj: 0.00011274138736330107
relieved|vbd: 0.00011822660098522167
monotony|nn: 4.726568038946921e-05
activities|nns: 0.001960930788480932
containing|vbg: 0.002529171696269472
habits|nns: 0.0003735106263773204
context|nn: 0.00022957616189170759
excerpts|nns: 9.33776565943301e-05
confirm|vb: 0.00042925034493331287
facets|nns: 0.00016807978186979418
responsibilities|nns: 0.0004482127516527845
subsequently|rb: 0.00031166770555901855
occupied|vbd: 0.000354679802955665
searching|vbg: 0.001264585848134736
exciting|jj: 0.0004348596369727327
imposed|vbn: 0.0005287275290800141
opportunity|nn: 0.0007359941660645919
dull|jj: 0.0004187537244922611
burdens|nns: 0.00013072871923206216
escaped|vbn: 0.00031723651744800847
rebelled|vbn: 7.049700387733522e-05
against|rb: 5.6666855556185186e-05
experimentation|nn: 8.777912072329996e-05
forbidden|vbn: 0.0005287275290800141
faces|vbz: 0.0016611295681063123
termed|vbn: 0.00035248501938667606
ideological|jj: 0.00032211824960943163
polarization|nn: 4.051344033383075e-05
ideals|nns: 0.0002427819071452583
discussing|vbg: 0.0009196987986434443
data|nn: 0.0005064180041728844
perceive|vb: 0.00036792886708569676
black|jj: 0.0023514632221488508
meaning|nn: 0.0007292419260089535
conversions|nns: 0.00011205318791319613
search|nn: 0.0003713732030601152
definite|jj: 0.0005798128492969769
rapidly|ql: 0.00011809163911195088
value|nn: 0.0012896778506269455
cause|nn: 0.0004996657641172459
cuts|vbz: 0.001937984496124031
transcends|vbz: 0.0008305647840531562
multiple|jj: 0.0005476010243360337
ambivalent|jj: 8.052956240235791e-05
permits|vbz: 0.0033222591362126247
forceful|jj: 0.00012884729984377264
overt|jj: 0.00016105912480471581
emotion|nn: 0.00022282392183606913
practices|nns: 0.000859074440667837
previous|jj: 0.001191837523554897
experience|vb: 0.0005518933006285452
proliferation|nn: 3.376120027819229e-05
pronounced|vbn: 0.0005639760310186818
minimal|jj: 0.0004348596369727327
directed|vbn: 0.002044413112442721
served|vbd: 0.0020098522167487686
i.e.|rb: 0.0010766702555675186
independently|rb: 0.00034000113333711114
systems|nns: 0.002334441414858253
reflected|vbn: 0.000986958054282693
beliefs|nns: 0.0004108616890150525
actions|nns: 0.0012512605983640234
reaction|nn: 0.0007967643265653381
willie|np: 0.0003288195378590859
coincide|vb: 0.0003372681281618887
present|rb: 0.0017000056666855556
arguments|nns: 0.00028013296978299034
believers|nns: 9.33776565943301e-05
validity|nn: 0.00010128360083457687
retain|vb: 0.0003372681281618887
illustrations|nns: 0.00020543084450752624
embodied|vbn: 0.00021149101163200565
system|nn: 0.00262662138164336
expressed|vbd: 0.0009458128078817734
frustration|nn: 6.752240055638458e-05
males|nns: 0.0003548350950584544
indicate|vb: 0.002391537636057029
explicitly|rb: 0.00017000056666855557
accordingly|rb: 0.0008500028333427778
disappointed|vbn: 0.0005287275290800141
hurt|nn: 6.752240055638458e-05
intercourse|nn: 6.0770160500746126e-05
condemned|vbd: 0.00019704433497536947
script|nn: 7.427464061202304e-05
implying|vbg: 0.0004023682244065069
criticized|vbd: 0.00011822660098522167
emphasized|vbn: 0.00031723651744800847
wrong|nn: 5.401792044510767e-05
disciplined|vbd: 7.881773399014778e-05
permissive|jj: 8.052956240235791e-05
pregnant|jj: 9.663547488282948e-05
diffuse|jj: 4.831773744141474e-05
further|rbr: 0.08933217692974849
compound|vb: 6.132147784761612e-05
particular|nn: 3.376120027819229e-05
writing|nn: 0.0002565851221142614
fuse|vb: 6.132147784761612e-05
guys|nns: 0.0003548350950584544
heroes|nns: 0.0003174840324207224
virtue|nn: 0.00020256720166915375
explain|vb: 0.001870305074352292
quirt|nn: 5.401792044510767e-05
raise|vb: 0.001410393990495171
wrist|nn: 5.401792044510767e-05
control|vb: 0.0008585006898666257
mountainside|nn: 2.7008960222553833e-05
matter|vb: 0.0007358577341713935
wilson|np: 0.001793561115595014
UNK|nn+bez: 0.5454545454545454
advice|nn: 0.00033085976272628445
asleep|rb: 0.0007083356944523148
strange|jj: 0.001304578910918198
appreciated|vbn: 0.00014099400775467044
change|vb: 0.002330216158209413
compose|vb: 0.00018396443354284838
mistake|nn: 0.00020256720166915375
bigger|jjr: 0.017350157728706624
harm|nn: 0.00015530152127968453
own|vb: 0.0006132147784761613
surprise|nn: 0.00029709856244809215
reins|nns: 0.00016807978186979418
gelding|nn: 2.7008960222553833e-05
clearing|nn: 3.376120027819229e-05
wagon|nn: 0.00034436424283756136
load|nn: 0.00028359408233681523
supplies|nns: 0.0006349680648414448
scattered|vbn: 0.0005992245329573493
kids|nns: 0.0005789414708848467
bull|nn: 9.453136077893842e-05
chewing|vbg: 0.0005748117491521527
reaches|nns: 7.470212527546409e-05
studied|vbd: 0.0013004926108374385
tone|nn: 0.0005064180041728844
softened|vbn: 0.00014099400775467044
friendly|jj: 0.0009180370113868802
st.|np: 0.0013750635219561772
louis|np: 0.0016440976892954295
jake|np: 0.0001793561115595014
laughed|vbd: 0.0017733990147783252
ran|vbd: 0.0051231527093596055
watching|vbg: 0.003851238719319423
wondering|vbg: 0.0010346611484738748
picked|vbn: 0.0009517095523440254
twirling|vbg: 0.00028740587457607634
smiling|vbg: 0.0018968787722021038
understandable|jj: 0.00020937686224613056
proud|jj: 0.0007730837990626359
sold|vbd: 0.0007881773399014779
insult|vb: 6.132147784761612e-05
succeed|vb: 0.0003985896060095048
smile|vb: 0.00030660738923808065
pleasantly|rb: 0.00025500085000283333
hurt|vb: 0.000459911083857121
mistake|vb: 0.00012264295569523224
quick|jj: 0.0009180370113868802
slashing|vbg: 0.00028740587457607634
cheek|nn: 0.00013504480111276916
step|vb: 0.0006132147784761613
caught|vbd: 0.0020492610837438423
pulled|vbd: 0.0020492610837438423
saddle|nn: 0.00014179704116840762
grabbed|vbd: 0.0006699507389162562
driven|vbn: 0.001515685583362707
gasps|nns: 7.470212527546409e-05
mister|np: 0.0002092487968194183
shadow|nn: 0.00015530152127968453
light|nn: 0.0015800241730193991
tall|jj: 0.000885825186425937
half-breed|nn: 3.376120027819229e-05
handsome|jj: 0.0006442364992188633
scar|nn: 6.752240055638458e-05
winchester|np: 0.0003587122231190028
pointed|vbd: 0.0018522167487684729
chest|nn: 0.00034436424283756136
rifle|nn: 0.0003916299232270306
joseph|np: 0.001464741577735928
irritated|vbn: 0.00014099400775467044
eased|vbn: 0.00021149101163200565
rested|vbd: 0.0004729064039408867
lap|nn: 0.00011478808094585379
pure|jj: 0.000885825186425937
shouldn't|md*: 0.026829268292682926
dark|nn: 0.00014854928122404607
judith|np: 0.0001195707410396676
tapped|vbd: 7.881773399014778e-05
impatiently|rb: 0.00022666742222474074
glared|vbd: 0.00019704433497536947
answer|vb: 0.0013184117737237468
corner|nn: 0.0007427464061202304
hurt|vbn: 0.00031723651744800847
faded|vbd: 0.00019704433497536947
guard|nn: 0.0001755582414465999
works|vbz: 0.004568106312292359
name's|nn+bez: 0.12121212121212122
yours|pp$$: 0.1346153846153846
start|vb: 0.0031273953702284224
leather|nn: 0.00015530152127968453
hit|vb: 0.0011651080791047065
quicker|jjr: 0.0026288117770767614
stumbling|vbg: 0.00045984939932172214
regained|vbd: 0.00011822660098522167
hat|nn: 0.0003578687229488383
string|nn: 0.00012154032100149225
noticed|vbn: 0.0007754670426506873
afterward|rb: 0.0004533348444494815
weren't|bed*: 1.0
pretending|vbg: 0.0006897740989825832
expected|vbd: 0.001142857142857143
regardless|rb: 0.0009633365444551481
trying|jj: 9.663547488282948e-05
determined|vbn: 0.003842086711314769
straining|vbg: 0.0004023682244065069
sleep|vb: 0.00095048290663805
listen|vb: 0.001441054729418979
creek|nn: 5.401792044510767e-05
finishing|vbg: 0.0004023682244065069
pan|nn: 8.10268806676615e-05
dropped|vbn: 0.000810715544589355
hoped|vbd: 0.0012216748768472906
sounds|nns: 0.0006536435961603108
better|rbr: 0.13876843018213356
reflected|vbd: 0.0005123152709359606
turned|vbn: 0.002326401127952062
afternoon|nn: 0.0006752240055638458
pulled|vbn: 0.0006697215368346845
front|nn: 0.0009318091276781073
hopes|nns: 0.0005415904082471146
plenty|rb: 0.00017000056666855557
regret|nn: 2.0256720166915374e-05
sadness|nn: 4.051344033383075e-05
needed|vbd: 0.0022463054187192117
horses|nns: 0.0012512605983640234
steep|nn: 4.051344033383075e-05
cow|nn: 0.00018906272155787683
spread|vb: 0.0008278399509428177
badly|rb: 0.0008500028333427778
complain|vb: 0.0003372681281618887
burial|nn: 7.427464061202304e-05
quiet|nn: 5.401792044510767e-05
2|cd-hl: 0.16173120728929385
sent|vbd: 0.0026403940886699506
meadow|nn: 7.427464061202304e-05
struggling|vbg: 0.00109214232338909
harness|nn: 6.0770160500746126e-05
kathy|np: 0.0001195707410396676
excited|vbn: 0.0007402185407120197
pierce|np: 0.0001793561115595014
finished|vbd: 0.001142857142857143
filled|vbd: 0.001103448275862069
spent|vbn: 0.002255904124074727
daylight|nn: 0.00010128360083457687
inviting|jj: 3.221182496094316e-05
brush|nn: 0.0001958149616135153
stands|nns: 0.00028013296978299034
pine|nn: 8.777912072329996e-05
cattle|nns: 0.001755499943973406
stop|vb: 0.002882109458837958
artificial|jj: 0.00025769459968754527
lake|nn: 7.427464061202304e-05
stand|nn: 0.0002565851221142614
fed|vbn: 0.0011279520620373635
springs|nns: 0.00013072871923206216
popped|vbd: 0.00023645320197044335
hillside|nn: 6.0770160500746126e-05
tracks|nns: 0.00022410637582639226
steep|jj: 0.00011274138736330107
bend|nn: 5.401792044510767e-05
gradually|rb: 0.0013600045333484446
valley|nn: 0.00031060304255936907
flat|nn: 6.752240055638458e-05
warm|jj: 0.0009985665737892381
breeze|nn: 9.453136077893842e-05
waves|nns: 0.0009524520972621671
hawk|nn: 4.726568038946921e-05
flew|vbd: 0.001064039408866995
stayed|vbd: 0.002206896551724138
snakes|nns: 0.0004855638142905166
rabbits|nns: 9.33776565943301e-05
stir|vb: 0.00021462517246665643
main|nn: 6.752240055638458e-05
rows|nns: 0.00029880850110185637
tower|nn: 8.10268806676615e-05
warehouses|nns: 7.470212527546409e-05
deceived|vbn: 0.00014099400775467044
puzzled|vbn: 0.0005992245329573493
objects|nns: 0.0011578829417696933
1912|cd: 0.0009897974722095325
cubist|jj-tl: 0.00125250501002004
adhere|vb: 0.00012264295569523224
harder|rbr: 0.012142237640936688
reinforce|vb: 0.00030660738923808065
simulated|vbn: 0.00024673951357067324
braque|np: 0.0002690341673392521
picasso|np: 0.0004184975936388366
mix|vb: 0.0003372681281618887
foreign|jj: 0.0021742981848636633
substances|nns: 0.00033615956373958837
texture|nn: 9.453136077893842e-05
created|vbd: 0.00070935960591133
effective|jj: 0.002013239060058948
certain|ap: 0.009949172704660971
exact|jj: 0.0004026478120117895
abrupt|jj: 0.00028990642464848845
density|nn: 0.00020256720166915375
stated|vbd: 0.001497536945812808
such|ql: 0.0017713745866792632
printing|nn: 3.376120027819229e-05
rescued|vbn: 0.00017624250969333803
placed|vbn: 0.003419104688050758
depicted|vbn: 0.00021149101163200565
except|rb: 0.00019833399444664816
accumulation|nn: 7.427464061202304e-05
devices|nns: 0.0006723191274791767
still|ql: 0.0033065658951346244
radical|jj: 0.0003382241620899032
wallpaper|nn: 4.726568038946921e-05
paper|nn: 0.0010195882484014072
simulate|vb: 0.00012264295569523224
collage|nn: 0.00010128360083457687
glued|vbd: 7.881773399014778e-05
canvas|nn: 0.0001282925610571307
analytical|jj-tl: 0.001002004008016032
braque's|np$: 0.001600640256102441
assigns|vbz: 0.0005537098560354374
consistent|jj: 0.0004348596369727327
pioneer|nn: 0.00010803584089021533
textures|nns: 0.00011205318791319613
begun|vbn: 0.0017271765949947128
broaden|vb: 0.0002452859113904645
simplify|vb: 0.0002452859113904645
cubism|np-tl: 0.0007718034473887317
1910|cd: 0.0012182122734886553
examine|vb: 0.001011804384485666
says|nns: 5.6026593956598066e-05
charcoal|nn: 9.453136077893842e-05
affixed|vbn: 0.00024673951357067324
cloth|nn: 0.00027684184228117677
seeming|jj: 6.442364992188632e-05
falls|vbz: 0.002630121816168328
short|rb: 0.0003966679888932963
aim|nn: 0.00018231048150223837
immediacy|nn: 5.401792044510767e-05
contain|vb: 0.0013184117737237468
because|rb: 0.0047033490111633705
covers|vbz: 0.0020764119601328905
pasted|vbn: 0.00021149101163200565
undepicted|jj: 6.442364992188632e-05
flatness|nn: 5.401792044510767e-05
bodily|rb: 0.00011333371111237037
indication|nn: 0.00013504480111276916
rendered|vbn: 0.000810715544589355
isolating|vbg: 0.00028740587457607634
releases|vbz: 0.0002768549280177187
spreads|vbz: 0.0011074197120708748
turns|vbz: 0.003875968992248062
three-dimensional|jj: 0.00014495321232424423
thrust|vb: 9.198221677142419e-05
imbedded|vbn: 0.00010574550581600282
flat|jj: 0.0008214015365040506
upper|jj: 0.0009180370113868802
fruit|nn-tl: 0.0001543090810894221
dish|nn-tl: 7.715454054471106e-05
douglas|np: 0.0005679610199384211
grapes|nns: 9.33776565943301e-05
enclosed|vbn: 0.0002819880155093409
parallel|jj: 0.00022548277472660215
establish|vb: 0.0017170013797332515
strips|nns: 0.0002614574384641243
only|ql: 0.0024799244213509685
lesser|jjr: 0.008412197686645636
block|nn: 0.00041188664339394596
capitals|nns: 7.470212527546409e-05
lettering|nn: 2.0256720166915374e-05
cluster|nn: 5.401792044510767e-05
pushed|vbn: 0.0007754670426506873
lines|nns: 0.00356702648190341
shading|vbg: 0.00011496234983043054
placing|nn: 1.3504480111276917e-05
ambiguous|jj: 0.0003543300745703748
contents|nns: 0.00028013296978299034
masters|nns: 0.00020543084450752624
materials|nns: 0.001718148881335674
conjunction|nn: 0.00010803584089021533
adjacent|jj: 0.00019327094976565897
shaded|vbn: 0.00017624250969333803
pry|vb: 0.00015330369461904033
planes|nns: 0.0004855638142905166
parallel|rb: 0.0003966679888932963
suggested|vbn: 0.0019034191046880507
established|vbn: 0.003419104688050758
encompass|vb: 0.00012264295569523224
expanded|vbn: 0.0004582305252026789
optical|jj: 0.00030601233712896004
pictorial|jj: 8.052956240235791e-05
assimilated|vbn: 0.00014099400775467044
latter|ap: 0.011571320428247
further|ap: 0.0033524386287444577
cubism|np: 0.0002391414820793352
plasticity|nn: 2.7008960222553833e-05
widely|ql: 0.00035427491733585264
divergent|jj: 8.052956240235791e-05
phase|nn: 0.00041188664339394596
minimize|vb: 0.000459911083857121
generalize|vb: 0.00012264295569523224
entities|nns: 0.00020543084450752624
attribute|nn: 2.0256720166915374e-05
detached|vbn: 0.00035248501938667606
saved|vbn: 0.0010222065562213605
transposed|vbn: 0.00017624250969333803
clusters|nns: 9.33776565943301e-05
largely|ql: 0.0014170996693434106
french|nps: 0.014754098360655738
abstract|jj: 0.0004026478120117895
dilemma|nn: 0.00014854928122404607
se|fw-ppl: 1.0
individual|ap: 0.0008651454525792149
preserved|vbn: 0.0005992245329573493
deliberately|rb: 0.0008500028333427778
logic|nn: 0.00011478808094585379
shaping|vbg: 0.0003448870494912916
smaller|jjr: 0.04048370136698212
dense|jj: 0.00014495321232424423
shapes|nns: 0.00046688828297165055
formed|vbn: 0.0019386676066267183
integrity|nn: 6.752240055638458e-05
cut|vbn: 0.0020796616143813887
abruptly|rb: 0.0005100017000056667
silhouettes|nns: 9.33776565943301e-05
recognizable|jj: 0.00011274138736330107
contours|nns: 0.00028013296978299034
starts|vbz: 0.0029069767441860465
UNK|fw-nns: 0.691358024691358
continued|vbd: 0.003270935960591133
flattened|vbn: 0.00014099400775467044
1913|cd: 0.0009136592051164915
analytical|jj: 8.052956240235791e-05
conclusively|rb: 0.00019833399444664816
synthetic|jj-tl: 0.000250501002004008
translated|vbn: 0.0005287275290800141
transformed|vbn: 0.0007402185407120197
translation|nn: 0.00010803584089021533
interlocking|vbg: 0.0005173305742369374
placement|nn: 9.453136077893842e-05
allusions|nns: 9.33776565943301e-05
unmistakable|jj: 0.00011274138736330107
synthetic|jj: 0.00016105912480471581
late|rb: 0.0012750042500141666
1914|cd: 0.0005329678696512867
lead|nn: 0.00031060304255936907
innovation|nn: 4.726568038946921e-05
relinquish|vb: 0.00018396443354284838
glimpsed|vbn: 0.00010574550581600282
entered|vbn: 0.0007402185407120197
path|nn: 0.0002903463223924537
preceded|vbn: 0.00017624250969333803
instant|nn: 0.0002093194417247922
felt|vbn: 0.0017624250969333803
forward|jj: 0.00028990642464848845
folded|vbd: 0.00019704433497536947
guitar|nn: 0.00011478808094585379
fitted|vbd: 0.00019704433497536947
taut|jj: 0.00011274138736330107
strings|nns: 0.0001867553131886602
sequence|nn: 0.00023632840194734604
surfaces|nns: 0.0005042393456093826
clung|vbd: 0.0005123152709359606
extruded|vbn: 0.00031723651744800847
romance|nn: 8.777912072329996e-05
rates|vbz: 0.0005537098560354374
cute|jj: 6.442364992188632e-05
atmosphere|nn: 0.0005266747243397997
correct|jj: 0.0006281305867383917
boredom|nn: 7.427464061202304e-05
hayes|np: 0.0001494634262995845
saga|nn: 4.051344033383075e-05
reputedly|rb: 0.00011333371111237037
peanuts|nns: 9.33776565943301e-05
simultaneously|rb: 0.001048336827789426
wish|vb: 0.0025141805917522613
emeralds|nns: 7.470212527546409e-05
facts|nns: 0.0015313935681470138
conversation|nn: 0.0003376120027819229
recorded|vbn: 0.0011984490659146987
transcript|nn: 2.7008960222553833e-05
linguist|nn: 6.0770160500746126e-05
af|nn: 0.006691469895137712
stresses|nns: 0.00028013296978299034
emeralds|nns-nc: 0.07692307692307693
wish|nn: 0.00015530152127968453
pitch|nn: 0.00014179704116840762
slight|jj: 0.0007730837990626359
conclusions|nns: 0.0006162925335225787
bear|vb: 0.0012877510347999387
monetary|jj: 0.00014495321232424423
sentimental|jj: 0.0002415886872070737
fairly|ql: 0.005786490316485593
well|ql: 0.00791213982050071
automation|nn: 4.051344033383075e-05
designed|vbn: 0.0033486076841734227
shared|vbd: 0.00070935960591133
programming|nn: 1.3504480111276917e-05
pitches|nns: 0.00011205318791319613
black|nn: 6.0770160500746126e-05
unfortunately|rb: 0.0008783362611208704
perverse|jj: 6.442364992188632e-05
communication|nn: 0.00044564784367213825
richly|ql: 0.00035427491733585264
knotted|vbn: 0.00010574550581600282
bundle|nn: 0.00012154032100149225
conveyed|vbn: 0.00021149101163200565
henry|np: 0.002361522135533435
lee|np: 0.0009266732430574238
jr.|np: 0.001763668430335097
buffalo|np-tl: 0.0005145356315924878
heads|vbz: 0.0002768549280177187
world's|nn$: 0.021693491952414275
department|nn: 0.0004186388834495844
anthropology|nn: 4.051344033383075e-05
linguistics|nn: 3.376120027819229e-05
brisk|jj: 0.00011274138736330107
amusing|jj: 0.00020937686224613056
