The tag-bigram has the form ti|ti-1
3%|in: 1
cc|3%: 1
rp|nns-tl: 2
wp$|nns-tl: 1
jj-tl-hl|vbg-hl: 1
nns-hl|jj-tl-hl: 1
vbg-tl|in-tl: 5
fw-nns-tl|fw-in+at-tl: 4
fw-cc-tl|fw-jj-tl: 4
fw-in-tl|fw-cc-tl: 1
(|fw-nn-tl: 7
fw-nn-tl|nn: 1
)|fw-jj-tl: 3
fw-nn|(: 3
)|fw-nn: 5
fw-nn|dt: 1
cc|pp$: 6
fw-nns|(: 1
)|fw-nns: 2
fw-in|(: 2
fw-at+nn-tl|fw-in-tl: 5
fw-jj-tl|fw-at+nn-tl: 5
fw-in+at-tl|fw-jj-tl: 3
np-tl|fw-in+at-tl: 4
(|fw-jj-tl: 2
fw-in-tl|fw-at+nn-tl: 2
fw-at+nn-tl|.: 2
fw-in-tl|fw-jj-tl: 3
fw-np-tl|fw-in-tl: 2
fw-jj-tl|fw-np-tl: 1
fw-at+nn-tl|in: 1
fw-in+at-tl|fw-cc-tl: 1
fw-nns-nc|nn: 1
fw-jj-nc|fw-nns-nc: 1
nn-hl|)-hl: 5
fw-in|cc: 2
np$|nn$-tl: 1
wp$|pn: 1
rb-hl|vbg-hl: 2
in-hl|rb-hl: 3
np-tl|vbg-tl: 7
,|nps$: 1
md*|wdt: 4
to|ppls: 8
wrb|nns-hl: 4
bed|od: 2
jjr|nn$-tl: 1
ap|rbr: 3
``|jjt: 3
hvz|dts: 1
vbz|jj-tl: 5
to|jj-tl: 3
pp$-hl|``: 1
nn-tl-hl|pp$-hl: 1
vbz-hl|,-hl: 1
,-hl|cd-hl: 5
:-hl|np-hl: 15
.-hl|.-hl: 32
np$|rbr: 1
wdt-hl|:: 1
md-hl|wdt-hl: 3
at-hl|md-hl: 6
vb-hl|nn-hl: 2
jj-hl|nn: 1
ql|nns$: 1
ppls|be: 2
abx|hvd: 2
wdt+bez|dt+bez: 1
vbn|wdt+bez: 1
pps|nns-hl: 4
nn-hl|': 2
at|pp$: 4
wrb|ql: 2
cd|dtx: 1
pp$-hl|cc-hl: 2
nn-hl|pp$-hl: 4
rbr|hvz: 1
ben|rbr: 1
in-hl|.-hl: 4
dti-hl|in-hl: 3
nn-hl|dti-hl: 3
wql|nns: 1
fw-rb|.: 1
fw-dts|fw-cc: 1
fw-rb|fw-dts: 1
fw-vb|fw-rb: 1
fw-vb|fw-vb: 1
wdt|pps+bez: 2
fw-nn-tl|bez: 1
vbz|rp-hl: 1
doz|:: 3
vbz|nns-hl: 1
do|:: 1
vbz-hl|vbg-hl: 1
vbz|nn-hl: 4
nns-tl|'': 1
bedz|jjt: 2
nn$-tl|cs: 1
md|hvz: 1
nn$-tl|pps+bez: 1
nns|or: 2
,|cd-hl: 10
nns-hl|,: 1
nn-hl|,: 4
vbn-tl|cs: 3
jj-hl|,: 1
rp|(: 3
np-hl|:: 2
rbr|np-tl: 1
wdt|ber: 3
rbr|dts: 1
cc|hvz: 1
beg|dts: 1
)|qlp: 1
dt|abl: 2
dtx|vbg: 2
be|jj: 2
vbz|wp$: 1
fw-nn|*: 1
md|fw-nn: 2
doz|ex: 2
nn-hl|vbg: 1
,|nns-hl: 1
do|ex: 1
np+hvz|``: 1
pps+bez|in: 1
''|fw-nns: 7
bez*|np: 2
bedz*|np: 9
dod*|.: 6
rb|nn+bez: 3
do|abn: 1
pp$$|vbd: 7
wps+bez|pn: 2
jj|wps+bez: 1
cc|fw-nns: 1
vbz|nps: 2
hvg|ap: 1
hvz|in: 1
*|nns-tl: 1
jjr|abn: 1
``|np-hl: 2
nn-hl|``: 2
ppls|cc: 2
doz|nr-tl: 1
wdt|nr-tl: 1
np$|nr: 1
wdt|vbn-hl: 1
cc|doz: 1
wdt|doz: 2
fw-nn|ben: 1
fw-nn|dti: 1
vbz|fw-nn: 1
abl|md: 2
ppss+hvd|wrb: 4
vbd|ppss+hvd: 1
wdt+do+pps|``: 1
vb|wdt+do+pps: 1
.|at: 3
wrb+dod|``: 4
ppss|wrb+dod: 4
wrb+dod|vb: 1
rb+cs|ql: 3
vb|rb+cs: 1
ppl|pp$: 1
ber*|wrb: 2
ex|dt: 2
ppss+md|vbg: 1
ppss+bem|cd: 1
dtx|nn: 2
np$|abn: 5
ql|): 4
md|np$: 2
abn|dt: 6
np-tl|doz: 1
md*|vbg: 1
at-tl|np: 6
od-tl|at-tl: 6
cs-hl|jj-hl: 4
nn-hl|cs-hl: 3
cc|.-hl: 4
wps|cd-tl: 1
ppss|be: 1
,-tl|cd-tl: 4
cd-tl|,-tl: 4
nps-tl|.: 9
cd-tl|nps-tl: 10
abn-hl|cs-hl: 1
hv-hl|abn-hl: 1
vbn-hl|hv-hl: 1
cd-tl|nps: 5
at-hl|cs-hl: 5
rb-hl|bez-hl: 1
nps-tl|vb: 1
cs-hl|nn-hl: 7
ber-hl|ppss-hl: 8
vbn-hl|ber-hl: 9
ppss-hl|nn-hl: 3
hv-hl|ppss-hl: 1
nn-hl|hv-hl: 1
cs-hl|np-hl: 1
ap-hl|at-hl: 5
pn|.-hl: 2
cs-hl|.: 6
ppss-hl|np-hl: 6
do-hl|ppss-hl: 1
wps|.-hl: 1
cd-tl|vb: 1
cs-hl|): 1
abn|.-hl: 3
(-hl|in-hl: 1
*-hl|(-hl: 1
in-hl|*-hl: 1
,-hl|in-hl: 1
in-hl|cc-hl: 1
)-hl|in-hl: 1
at-hl|vbz-hl: 3
at-hl|nn-hl: 2
at-hl|bez-hl: 6
np-hl|bez-hl: 1
vbg-hl|np-hl: 1
ppo-hl|in-hl: 1
in-hl|ppo-hl: 1
vbz|ppss: 2
uh|.-hl: 1
:|pp$$: 2
dt|pps: 1
hvn|vbd: 1
vbd|hvn: 1
vbn-hl|be-hl: 9
.-hl|``: 2
wdt|.-hl: 2
cd|wp$: 1
rb-hl|vbz-hl: 4
uh|rb-hl: 1
jj-hl|vbz-hl: 3
vbg|ppls: 2
bedz*|nr: 1
fw-jj-tl|np$-tl: 1
dt|dtx: 2
dtx|vbd: 1
bez|jjr: 3
coating|vbn: 1
nn|coating: 1
rb|hvd*: 6
od|abx: 1
ppl|nns: 3
wps+hvd|nns: 3
vbn|wps+hvd: 4
pp$|nn$: 1
hvd*|wrb: 2
pps|hvd*: 4
ppls|ppo: 1
rp|jjr: 2
dod*|nns: 8
``|wql: 1
ap|nns-tl: 3
``|dts: 8
wp$|(: 4
nn$|wp$: 1
ql-tl|cc: 1
abl|ex+bez: 1
ppss+ber|vbz: 2
--|wrb: 4
nn+bez|nn: 1
do*|cs: 1
abx|ppss+md: 1
rp|ppss+bem: 1
abx|ppss+ber: 1
cc|od-tl: 4
dod*|pp$$: 1
ppss+bem|rb: 4
cd|qlp: 1
vb+ppo|cc: 1
*|vb+ppo: 3
ppss+md|cd: 1
do|vb+ppo: 1
ppss+hvd|rb: 3
vbn|bed*: 1
dt|ppl: 6
ppss+hvd|pn: 2
cd|ql: 2
doz|ap: 3
np+bez|cs: 1
ppss+hvd|vbg: 1
fw-nns|``: 5
fw-uh|.: 1
''|fw-uh: 1
jj|uh: 1
to+vb|nr: 1
pp$|to+vb: 1
in+ppo|nn: 1
''|in+ppo: 1
pn-tl|np: 1
in|pn-tl: 1
to+vb|nn: 1
in|to+vb: 1
'|vbz: 3
md|': 2
'|md*: 1
'|cd: 1
ql|': 1
in+in|rb: 1
at|in+in: 1
do+ppss|,: 1
''|do+ppss: 1
''|do*: 5
vb+at|``: 2
nn|vb+at: 2
fw-nns|.: 3
)|vbd: 4
hvd|rbr: 3
--|nns-hl: 21
jj-hl|): 4
fw-nn|cs: 3
jjs|vbn: 2
vbn-hl|cc-hl: 2
(|): 1
beg|nps$: 1
pn|bez*: 4
vbg+to|bedz: 2
pp$|bez*: 3
vb+to|pps: 1
wdt|bez*: 3
wrb+dod*|``: 1
ppss|wrb+dod*: 1
,|vb+rp: 1
wdt+ber|cc: 1
ppss|wdt+ber: 1
ppss+ber|vbn: 1
dod*|nn-tl: 2
md+hv|rb: 1
''|md+hv: 1
np+bez|:: 1
vbg+to|np+bez: 2
hv|vb: 3
dt|np+bez: 2
ppss+vb|,: 2
''|ppss+vb: 1
in|bed*: 1
hv|vbg+to: 1
ber*|cd: 1
vbg+to|ber*: 1
nn$|jjr: 3
jjr|nn$: 2
nn|nr$-tl: 3
beg|nn-tl: 1
wpo|nps: 1
rb|nr-tl: 4
vbn-hl|.-hl: 2
np-hl|vbn-hl: 2
vbn-hl|in-tl: 1
np-tl|vbn-hl: 1
''|qlp: 5
wpo|nn-tl: 2
hvz|wpo: 1
at-hl|--: 1
vbn|wdt: 3
g|in: 1
,|g: 1
beg|'': 1
cell|cd: 1
bed|cell: 1
chamber|bed: 1
in|chamber: 1
ql|hvg: 2
bez|.-hl: 1
jj-tl-hl|in-hl: 5
np-hl|jj-tl-hl: 4
jj-tl|in-hl: 1
np-hl|np-tl: 1
pn$|,: 3
''|ppo-nc: 1
ppss+ber-n|``: 1
jj-nc|ppss+ber-n: 1
wp$|ppo: 2
wrb-nc|``: 1
ber-nc|wrb-nc: 1
rb-nc|ppss-nc: 1
to-nc|vb-nc: 1
nr-nc|vb-nc: 1
''|nr-nc: 1
uh-nc|--: 1
cc|uh-nc: 1
uh-nc|cc: 1
''|uh-nc: 4
,|.: 3
jj-hl|cd-hl: 2
nns|qlp: 2
2|jj: 2
vb|fw-nn: 2
jj-hl|at: 1
jj-tl|): 2
fw-dt|fw-in: 2
jj|fw-dt: 1
ql|nns$-tl: 1
np$|jjr-tl: 2
nn$-tl|cc-tl: 2
vbn|nns$: 1
at-hl|cc-hl: 6
cd-hl|jj-hl: 1
nn|cd-hl: 2
vbz-hl|np-tl: 1
jj-tl|vbz-hl: 1
vb-hl|jjr-hl: 1
cs-hl|vb-hl: 1
vbg-hl|cs-hl: 1
nps|vbg-hl: 1
uh-hl|.-hl: 1
,-hl|uh-hl: 1
hvn|bedz: 1
*|hvn: 1
cd-tl|jj: 4
at|nps-tl: 1
.|rb-hl: 1
wdt|abn: 3
abx|'': 1
wdt|ppl: 3
bez|ppls: 1
--|bed: 3
bez|abl: 2
nr|ber: 5
jj-nc|ben: 2
at|jj-nc: 2
rbr|cs: 2
bez|hvz: 1
pps+bez|nns: 1
ppss+bem|ppo: 1
rp|wps+bez: 1
ppss+hvd|nn: 5
nn|bedz*: 2
vb-tl|at: 3
rbr|--: 2
dtx|nns: 1
ex|pn: 1
to|ppss+bem: 2
od|jjr: 3
jjt|rb: 2
np-tl|cd-hl: 1
wdt|ap: 2
hvd|dts: 3
at-hl|cd-hl: 1
od-hl|jj-hl: 1
nn-hl|od-hl: 5
bez|fw-nn: 4
be|ap: 3
jjr-tl|``: 2
np$-tl|bez: 1
cs|hvd: 5
*|:: 2
pp$$|be: 1
wps|cs: 3
md*|ppl: 2
cs|ex: 1
np$-tl|vb: 1
pp$$|vbg: 1
rp|pp$$: 1
nr|pps+bez: 1
wrb|fw-jj-tl: 1
ppo|doz*: 1
dt|bez*: 6
cd|ppss+ber: 3
nn-tl|ber: 1
ppss+md|wrb: 2
ppss+hvd|np: 1
uh|nns: 1
rp|ap: 1
wpo|bedz: 1
jjs|bedz: 2
.|jjs: 1
--|*: 3
nn$-tl|od-tl: 2
beg|abn: 1
c|nn-tl: 3
np|c: 3
fw-vb|``: 3
''|fw-vb: 4
pps|ppl: 4
np+bez|in: 1
pps+hvz|,: 1
ppss+bem|abn: 2
at-tl|vbg-tl: 1
vb-tl|nn-tl: 6
vbg-tl|nn$-tl: 1
wps+bez-tl|in: 1
wps-tl|wps+bez-tl: 1
pps|wps-tl: 1
at-tl|': 2
rb-tl|(: 1
)|dod: 2
wdt|rbr: 1
jjs-tl|jj: 2
hp|,: 1
np|hp: 1
od|bed: 1
abx|do: 2
bed*|``: 1
ppss|bed*: 3
pps+md|(: 1
nr$|hv: 1
ben|ppo: 1
ppls|,: 1
ppss|ppls: 1
ppls|cs: 1
pn|hvg: 3
ppo|ppo: 1
or|nps: 1
at|or: 1
``|at-hl: 2
''|np-hl: 2
nn-hl|'': 2
nns|fw-nn: 3
jjt|vbg: 1
jjt|bed: 2
ppl|nns-tl: 1
np-hl|.-hl: 3
nr-tl|): 2
nr-tl|vbd: 1
.|,: 1
fw-nn-tl|.: 1
np-hl|md-hl: 1
vbn-hl|vb-hl: 1
jj-tl-hl|nn-tl-hl: 1
nns|nn-tl-hl: 1
:-hl|np-tl: 1
nps$-hl|:-hl: 1
nn-hl|nps$-hl: 1
nps|np-tl: 1
abx|nn-hl: 1
hv|--: 5
jjt|np: 1
|nns: 7
vbn-hl|wrb-hl: 1
cs|vbn-hl: 1
nps|fw-vb: 1
wdt+bez-hl|.: 1
jj-hl|wdt+bez-hl: 1
``|jjr: 4
cc|jjs: 2
nn-tl|doz: 2
nn-tl|vbn-hl: 1
np-tl|jj-tl-hl: 2
,-hl|np-tl: 1
rb-hl|,-hl: 3
jj-tl|rb-hl: 1
jjr|hvd: 5
ap-nc|``: 1
''|ap-nc: 1
ap|ber*: 2
nns-tl|vb-tl: 2
at-hl|nns: 1
rp|nns-hl: 1
vb-nc|md*: 1
,|cd-tl-hl: 2
md-hl|ppss-hl: 2
jj-hl|vb-hl: 2
at-hl|)-hl: 4
vbg-hl|)-hl: 1
pp$-hl|in-hl: 2
dts-hl|in-hl: 1
vbg-hl|dts-hl: 1
wql|.-hl: 2
nns-hl|rb-hl: 1
in-hl|rp-hl: 2
nil|cc: 1
nil|.: 2
,|nil: 7
nil|,: 6
to|abn: 3
np-tl-hl|at-hl: 2
nn-tl-hl|np-tl-hl: 2
nn-hl|nn-tl-hl: 2
.-hl|nn-tl-hl: 7
to|.-hl: 1
cc|dod: 1
jj-hl|cs-hl: 1
wql|vbz: 1
)|fw-at+nn-tl: 1
'|wrb: 2
rp|wrb: 1
jj|fw-nn: 1
fw-at+nn-tl|(: 2
,|fw-nns-tl: 3
fw-nns-tl|,: 2
fw-cc-tl|fw-nns-tl: 1
fw-in+at-t|fw-jj-tl: 1
fw-nns-tl|fw-in+at-t: 2
cs|abx: 4
ppl|bedz: 2
ppo|nns: 2
vbg-hl|vbn-hl: 3
cc-tl|'': 1
``|cc-tl: 1
nn$-tl|``: 4
dt|ber: 5
at-hl|,-hl: 2
abx|hvz: 1
wdt|np$: 1
ap-tl|jj-tl: 1
--|at-tl: 1
od-hl|.: 1
ap|jj-hl: 1
hv|vbg: 2
hv|)-hl: 3
wpo-tl|``: 2
np-tl|wpo-tl: 1
ppo-tl|in-tl: 5
''|ppo-tl: 6
vb-tl|wrb: 1
in-hl|wdt-hl: 1
nn-tl-hl|nn-tl-hl: 17
vbg-hl|cd-hl: 3
np|pps+bez: 3
hvg|pps+bez: 2
cd|ber*: 2
rbt|rb: 3
vbd|pps+hvz: 1
ppss+hv|pn: 2
ppss+md|hvd*: 1
np$|cd-hl: 1
in|nns$: 1
fw-rb|at: 1
fw-vbn|fw-rb: 8
(|fw-vbn: 1
fw-rb|in: 4
,|fw-vbn: 3
in-tl|pn-tl: 1
ppl-tl|in-tl: 1
.|ppl-tl: 1
fw-rb|jj: 1
nn|fw-vbn: 2
fw-rb|cs: 1
bez|fw-vbn: 1
.|fw-vbn: 1
np$|--: 4
nn|fw-jj: 2
wpo|.: 3
pps|md*: 3
jjr|dt+bez: 1
nr|ppls: 1
wrb|beg: 1
nps|(: 1
ppss+ber|np: 2
bedz*|.: 6
ppss|bedz*: 1
pps+hvz|abn: 1
vbn|ex: 2
dts|dod: 3
.|wps: 10
wdt+bez|cs: 1
.|ppss+vb: 1
nns-tl|ppo: 1
,|dtx: 1
pps+bez|dt: 1
bedz|rbr: 5
at|bed*: 1
nn-nc|vbn-nc: 1
fw-nn-nc|``: 2
''|fw-nn-nc: 2
wrb|md: 2
nns-nc|``: 1
''|nns-nc: 1
nn+md|at: 2
vb|nn+md: 2
jjr+cs|nn: 1
at|jjr+cs: 1
fw-nns-nc|``: 1
''|fw-nns-nc: 1
nn-nc|nn-nc: 1
uh-nc|``: 3
ex|ppl: 2
*|jjt: 1
beg|vbg: 2
abl|ppo: 3
ppo|rbt: 1
nn|hvd*: 1
nr-tl|rb: 1
md+hv|ppss: 3
vbn|md+hv: 3
ppss+hvd|vbn: 1
wpo|vbg: 1
ppo|to: 3
vbn+to|ppss: 4
do|vbn+to: 1
--|``: 6
od|--: 1
wdt|ql: 1
uh|at: 2
wdt|uh: 1
np$-tl|--: 1
--|np$-tl: 1
bem*|ppss: 9
vbg|bem*: 6
md+hv|pps: 2
ben|md+hv: 1
wrb+do|``: 1
ppss|wrb+do: 1
hv*|--: 1
vb|md+hv: 1
wrb+in|``: 1
nn|wrb+in: 1
np+hvz|cs: 1
pps+hvz|wrb: 1
abn|uh: 1
at|bem*: 2
hv+to|do*: 1
cs|pps: 4
to|pps: 6
nn$-tl|abx: 1
nr|(: 1
nn$|nns: 1
*|nps: 1
fw-in|vbd: 1
cs|fw-nn: 2
dti|ppss: 3
vbn|fw-nns: 1
to|fw-nn-tl: 3
fw-ppss|,: 1
fw-ber|fw-ppss: 1
fw-jj|fw-ber: 1
fw-pp$|fw-vb: 1
fw-jj|fw-pp$: 1
fw-nns|fw-jj: 4
fw-in|fw-rb: 2
''|fw-rb: 4
fw-nn$|at: 1
nn|fw-nn$: 2
md*|vbd: 1
fw-nn$|fw-in: 1
hv*|nn: 1
ber-tl|``: 1
nns-tl|ber-tl: 1
rb-tl|nns-tl: 2
to-tl|rb-tl: 1
fw-jj|dti: 1
doz|cs: 3
,|rb-tl: 3
jjs|wp$: 2
np$|jjr: 1
vbn-tl|.: 4
dts|*: 1
pps|': 1
nr-tl|``: 1
ap|'': 1
rb-hl|': 1
bez|': 2
rb|np-hl: 1
nps$|np: 2
(|ppss: 2
jjt|nps$: 1
fw-in|nr: 1
np$|fw-at-tl: 1
jjs|,: 3
vbg-tl|(: 1
''|rb-tl: 9
at|uh: 2
md-tl|np-tl: 1
pn+hvz|.: 1
cc|uh: 1
pn+bez|``: 2
jj|pn+bez: 1
ppss+hvd|ppo: 1
ppss+ber|ppo: 1
dt|nn$: 1
dtx|do*: 1
vbd|ppss+md: 1
uh|bedz: 1
ql|jj-tl: 1
wps|jj-tl: 1
pps+bez|uh: 2
.|pp$: 3
np$|hv: 1
ppss+hvd|qlp: 1
nr-tl|vb: 4
wps+hvd|nn: 1
rb|wps+hvd: 2
be|cd: 1
hv|:: 2
wpo|--: 2
pps+bez|wps: 1
ppss+ber|pps+bez: 1
np-tl|dt: 4
np-tl-hl|.: 1
vbz-hl|np-tl-hl: 1
in|rb-hl: 2
jj-hl|np-hl: 1
ap|nps$: 1
cd|nr$: 4
nps$|jj: 1
od|nps$: 1
jjr-hl|nns-hl: 1
at|jjr-hl: 1
vbn-hl|``: 1
''|vbg-hl: 1
np|nps$: 2
nn|rb-hl: 1
vb-hl|cd-hl: 2
od-hl|vbz-hl: 2
vbd-tl|jj-tl: 1
,|vbd-tl: 1
fw-cc|fw-in+nn: 1
fw-in|fw-cc: 1
fw-uh|uh: 1
fw-rb|``: 4
ex|md: 3
fw-rb|fw-cc: 3
fw-jj-tl|at: 8
fw-jj-tl|fw-jj-tl: 2
fw-jj|ap: 1
nil|at: 1
jj|nil: 1
fw-uh|vbd: 1
in|fw-uh: 1
vbz|nn$: 1
cc|nn-tl-hl: 1
pps+bez-hl|.: 1
jj-hl|pps+bez-hl: 1
rbt|in: 3
jjr-tl|at: 3
vbg-hl|nns-hl: 3
np|vbg-hl: 1
nns-tl|bed: 2
nns$|``: 1
nps$|nn$: 1
jj-tl|cd-hl: 1
nns|nps: 1
ppl|np-tl: 1
np-tl|bedz: 2
ex|nps: 1
hvd|rp: 2
fw-at-tl|vbn: 1
.|fw-at+nn-tl: 1
fw-at-tl|,: 2
fw-nps|fw-in+at-tl: 1
,|fw-nps: 1
nn$-tl|:: 2
wpo|): 1
nn|bem: 1
doz|vbd: 1
fw-at|in: 1
fw-ppo|fw-in+at: 1
,|fw-ppo: 1
'|ap: 4
.-hl|np-tl: 1
ex|np-tl: 1
.-hl|jj-tl-hl: 1
cd-tl|nns: 1
nr|cd-tl: 1
.-hl|nr-tl-hl: 1
2|vb: 2
cc-tl-hl|np-hl: 1
np-hl|cc-tl-hl: 1
np-hl|in-tl-hl: 1
np|,-hl: 2
at-tl-hl|.: 1
nn-tl-hl|at-tl-hl: 1
nn-tl-hl|in-tl-hl: 2
cc-tl-hl|nn-tl-hl: 1
nn-tl-hl|cc-tl-hl: 1
jj-tl-hl|jj-tl-hl: 1
,-hl|jj-tl-hl: 1
nps-hl|nn-hl: 1
,-hl|nps-hl: 1
nps-hl|,-hl: 1
jj-tl-hl|nns-hl: 1
:-hl|nn-tl-hl: 1
dt|:-hl: 3
np-hl|nns-hl: 3
od|abn: 1
np$-hl|np-hl: 1
jj-hl|np$-hl: 2
rb-hl|jj-hl: 1
vbg-hl|rb-hl: 3
nr-hl|vbg-hl: 1
nn-hl|nr-hl: 2
np-hl|jjr-hl: 1
jj|rbt: 1
md-tl|:: 1
ppss|md-tl: 1
*-hl|': 1
ppss+ber|do: 1
(-hl|np-tl: 2
dti-hl|.: 1
jj-hl|dti-hl: 1
``|vbn-hl: 2
pn-hl|.: 1
to-hl|pn-hl: 1
2%|in: 1
jj|2%: 1
bed|4: 1
2|vbd: 1
dt|2: 1
bedz*|'': 1
``|bedz*: 1
``|nr: 1
cd|cd$: 1
:|rbr: 2
nn-tl|nns$: 1
pp$|uh: 2
uh|jj: 2
fw-in-tl|``: 1
nns-tl|hvz-tl: 1
md*|vb: 2
nn$-tl|pp$-tl: 1
jjr|ppss: 1
hvd|nn-nc: 1
hvz|vbd: 1
at-tl|nn-tl: 2
hvg|jj: 1
jj-nc|nn-nc: 2
vbg|dod: 2
np-tl|ppo: 1
wdt+bez|,: 1
vbg+to|``: 1
abn|np-tl: 1
ppo-tl|jj-tl: 1
np|nn$: 6
vbn-hl|cd-hl: 1
np|ppls: 1
nr|od: 4
to-hl|vbz-hl: 2
in-hl|``: 2
jjt-hl|in-hl: 1
rb|vbn-hl: 1
nr|wps: 1
nn-hl|nn$-hl: 19
hvd-hl|': 1
to-hl|hvd-hl: 1
'|nns-hl: 2
od-tl|wrb: 1
abx|(: 4
do|): 1
nn$-tl|vbg-tl: 2
(|nr-tl: 1
ap|pps+bez: 2
dt|ppss+ber: 1
under|at: 1
jj|under: 1
.|vb-tl: 1
dod*|cd: 2
hv|at: 1
cd$|,: 1
2-inch|--: 1
--|2-inch: 1
cs|cd-hl: 1
under|vbn-tl: 1
,|under: 1
under|nn: 1
ql|under: 1
--|cd-tl: 3
rb|cd-hl: 1
nns|cd$: 1
vbz|rbt: 2
cc-tl|--: 1
'|np-tl: 2
vbd|': 2
md*|fw-ppl: 1
)|fw-wdt: 1
bed|hv: 1
hvg|dtx: 1
.|nn$-tl: 1
wps|dt: 1
dti|bedz*: 3
pn|pps: 2
bedz|pp$: 1
abn|wps: 2
cs|ppss+ber: 1
nn-tl|ppss+bem: 2
nn$|np$: 1
cc|bem: 1
pn|od: 1
at|np+bez: 4
jj|rb$: 1
hvz|rbr: 1
nn|fw-wdt: 1
fw-vb|jj: 1
.|fw-vb: 1
fw-vb-nc|``: 2
''|fw-vb-nc: 2
)|doz: 1
8-inch|in: 1
jj|8-inch: 1
2-inch|cs: 1
8-inch|cc: 4
cd|8-inch: 1
at|8-inch: 1
nn|8-inch: 2
do*-hl|.: 1
vb-hl|do*-hl: 3
dti|.-hl: 4
cc|to: 1
jjr-hl|nn-hl: 1
jjs|dti: 1
hvz|:: 2
jj-hl|jjr-hl: 1
ap-hl|nns-hl: 1
ben|hvz*: 3
rbt|wdt: 2
cc-hl|vbg-hl: 2
md|at: 1
jj|ex: 1
qlp|jjr: 1
vbg-hl|vbg-hl: 1
wrb|ppls: 1
fw-at|cc: 1
fw-jj|fw-in+at: 1
nn+hvz|``: 1
ben|nn+hvz: 1
ppss|rb+cs: 2
vb|abl: 1
abn|pp$$: 1
in|np+bez: 2
hvz*|wps: 1
''|hvz*: 1
rb-tl|nn-tl: 3
vbz-tl|rb-tl: 1
cc|vbz-tl: 1
vbz|beg: 1
dts|nn-tl: 3
ppls|rb: 1
pps|ppls: 1
wql|--: 2
fw-nns|ap: 3
fw-in+nn|fw-nns: 1
,|fw-in+nn: 1
fw-in+at-tl|np: 1
,|fw-jj: 2
do*|--: 1
vb|nn$: 1
cd-tl|vbn-tl: 1
vbg|pp$$: 1
fw-nn|ppo: 1
cc-tl|np$-tl: 1
fw-uh-tl|``: 1
fw-nn-tl|fw-uh-tl: 1
fw-pp$-tl|fw-nn-tl: 1
''|fw-pp$-tl: 1
wrb|np$: 2
bez*|ppo: 1
fw-rb|be: 1
ql|fw-nn: 1
nn-hl|np: 1
abl|hvn: 1
fw-nns-tl|nn: 1
fw-in+at-tl|fw-at+nn-tl: 1
fw-jj-tl|fw-cc-tl: 1
abl|hvd: 2
beg|pn$: 1
pp$|dts: 1
rb|fw-wdt: 1
pn|np: 4
'|:-hl: 1
:-hl|vbg-hl: 1
``|:-hl: 1
dod|ql: 1
nps|beg: 1
at-tl|): 1
nn|:-hl: 17
np-hl|fw-at: 1
ap|np-hl: 1
hvd|pp$$: 1
'|``: 3
np-tl|nn$-tl: 1
in|dod*: 1
hvd*|rb: 1
''|nn$-tl: 1
nn-tl|hvg: 1
nn-tl|hvn: 1
dt+md|cc: 1
ppl|bedz*: 1
abl|dod: 1
nns+md|nn: 1
vb|nns+md: 1
dts+bez|``: 1
at|dts+bez: 1
rp|ppls: 1
pps|doz*: 3
be|cs: 1
jjs-tl|at: 2
nn-tl|bed: 2
cc-hl|vbz-hl: 1
vbz-hl|cc-hl: 1
nn-tl|vbz-hl: 1
ap-tl|``: 5
''|pn-tl: 1
nr-hl|nns-hl: 1
nn|vbn-hl: 2
np|rp-hl: 2
cd-hl|vbn-hl: 1
to|nr-tl: 4
nns$|vbn: 2
nps|*: 1
jj-tl|rp: 1
dt|ex: 1
nps|od-tl: 1
ppss|nps: 1
qlp|bez*: 1
)|od-tl: 1
vbg|vbn-hl: 2
bed|nr: 1
nr-hl|vbn-hl: 1
in-hl|nr-hl: 1
jjs|dt: 2
2-story|at: 1
nn|2-story: 1
jjr|bem: 1
cc|wpo: 1
hv|vbg-tl: 1
wps+bez|vbg: 1
nr|hvz: 1
in|vbn-tl: 2
dts|wdt+bez: 1
wdt|at: 2
vbg|ex: 1
vb|hvd: 1
rp|dt+bez: 1
,|fw-cd: 1
)|od: 3
rn|in-hl: 1
in|rn: 2
in-tl|vbn-tl: 4
wdt+bez-tl|``: 1
jj-tl|wdt+bez-tl: 1
nrs|ap: 1
ber|nrs: 1
cd-tl|at-tl: 2
ben|cc: 4
rbr|ppl: 1
np|ber*: 1
jjr|np: 1
jjt-hl|nn-hl: 1
``|jjt-hl: 1
(-hl|nn-tl-hl: 1
nr|vbn-hl: 1
hvz|nps: 1
wps|vbg: 3
in-tl|nps: 1
at-tl|rb: 1
nn-tl|rbr: 2
ql|ber*: 2
rp-hl|nns-hl: 2
nn|cd$: 1
nns$|jj-tl: 2
dt|jjr: 1
dt+bez|uh: 1
abn|bed*: 1
vbg|hvd: 2
bedz|nps$: 1
nn$-tl|vbd: 1
cc|dtx: 1
fw-vb|fw-uh: 1
jj-tl|nns$-tl: 1
vbn-hl|:: 2
abn-hl|.: 1
in-hl|abn-hl: 1
:|do: 2
bez*|nn-tl: 2
dts|pn: 1
nns|bed*: 1
beg|bed*: 1
hv*|nns: 1
pp$|hv*: 1
ppss+md|rp: 2
to|bedz*: 2
fw-nn-tl|``: 4
fw-nn$-tl|fw-nn-tl: 1
''|fw-nn$-tl: 1
fw-nn$-tl|fw-nn: 1
fw-in|fw-nn$-tl: 1
